player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
Kevin McGonigle,DET,TOR,1.0,DraftKings,-230,PropLine,False,-230.0,-230.0,0.0,5.0,2026-09-16T11:30:10,2026-09-16T14:00:34,4.62,181.0,0.289,0.499,0.392,0.291,0.0672793499999999,0.2477619999999999,13.8973,FF,47.2,matched,288.0,13.0,1.0,matched,0.7419,0.7019,-0.0294,-0.04,813,0.5683,0.6117,-0.0434,1.0,-235,0.696969696969697,0.0049,Pass,Pass,0.6988,-0.0031,-232,0.0018,Pass,Pass,PA Context Blend,0.2398,0.2388,0.6926,-0.0093,-225,0.697,-0.0043,Pass,Pass,0.7569,0.055,0.0599,-311,B,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.3232,-0.434,1.3143,True,0.7069,0.6894,0.697,-0.0076,-222,Pass,Pass,63.5,69.84821428571428,73.6375,53.89375,60.49671266233766,66.5138,51.82,0.0064,-0.0238430555555554,Strong,Fair,Avoid/Fade,144,0.6805555555555556,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2421, 0.2419, 0.241], ""4"": [0.2421, 0.2419, 0.241, 0.2392], ""5"": [0.2421, 0.2419, 0.241, 0.2392, 0.239], ""6"": [0.2421, 0.2419, 0.241, 0.2392, 0.239, 0.239]}","{""3"": 0.5639, ""4"": 0.6682, ""5"": 0.7475, ""6"": 0.8078}",0.2422,0.239,0.7302,0.697,0.0332,-271,Lean,Pass,True,False,balanced PA path,0.7074,70+,0.0228,-0.0032,0.145,0.6731,0.128,-0.0032,18.23,81,False,3,True,True,True,better PA path than blended model; passes path filter,0.7077,0.7036,0.0,61.43,63.32,71.03,77.47,54.45,53.91,64.63,67.67,Improving Contact,Neutral Offense,Blow-Up Risk,Damage Edge,0.0031,0.0127,0.0075,0.0233,0.7268,0.697,0.0298,-266,84.6,B,Watch,pitcher vulnerability; PA opportunity,False,0.696969696969697,-0.08,0.617,-0.08,-161,Pass,Avoid / Overpriced,100,,star_power_bat,high_xba_allowed_pitcher,,"market_pricing:-201_to_-240 (-4.0%, n=6190); opportunity:top_2 (-3.0%, n=7814); opportunity:top_3 (-3.0%, n=12546)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,1.6195652173913044,92.0,,Max Scherzer,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-09-16,2026-09-16 00:00:00,kevin mcgonigle,1.0,0.696969696969697,0.7017,0.7569,0.617,0.1399,7,7,0.0047303030303029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Research Card,kevin mcgonigle|det|tor,2026-09-16 15:07:00-04:00,48.4291383,2026-09-16T19:07:00Z,2026-09-16,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-09-16T14:18:34-04:00,2
Brice Turang,MIL,PIT,1.0,DraftKings,-217,Action Network,True,-212.0,-217.0,-5.0,10.0,2026-09-16T11:30:10,2026-09-16T16:30:15,4.62,171.0,0.291,0.527,0.406,,,,,,,missing player/pitcher pitch mix,141.0,8.0,1.0,matched,0.724,0.709,-0.0308,-0.015,840,0.6083,0.6233,-0.015,1.0,-244,0.6845425867507886,0.0245,Pass,Pass,0.694,-0.015,-227,0.0094,Pass,Pass,PA Context Blend,0.2369,0.2381,0.6889,-0.0201,-221,0.6845,0.0044,Pass,Pass,0.764,0.055,0.0795,-324,B+,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.4845,-0.15,0.0,True,0.7085,0.6616,0.6845,-0.0229,-196,Pass,Pass,65.8,72.26750992063492,73.6375,57.3625,63.59150363339342,63.58085,63.44,0.0081,-0.055,Strong,Value,Avoid/Fade,418,0.5861244019138756,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2392, 0.2391, 0.2389], ""4"": [0.2392, 0.2391, 0.2389, 0.2384], ""5"": [0.2392, 0.2391, 0.2389, 0.2384, 0.2383], ""6"": [0.2392, 0.2391, 0.2389, 0.2384, 0.2383, 0.2383]}","{""3"": 0.5593, ""4"": 0.6644, ""5"": 0.7444, ""6"": 0.8053}",0.2392,0.2383,0.7269,0.6845,0.0423,-266,Lean,Pass,True,False,balanced PA path,0.7087,70+,0.0182,0.0286,0.1377,0.6731,0.1241,-0.0009,24.51,65,False,5,True,True,True,better PA path than blended model; passes path filter,0.7056,0.7009,0.0025,62.26,69.0,50.0,77.47,55.85,56.1,61.61,63.08,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0041,0.0081,0.0051,0.0173,0.7182,0.6845,0.0337,-255,82.2,B,Watch,PA opportunity,False,0.6845425867507886,-0.08,0.6045,-0.08,-153,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"market_pricing:-201_to_-240 (-4.0%, n=6190); opportunity:top_2 (-3.0%, n=7814); opportunity:top_3 (-3.0%, n=12546)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,2.234042553191489,94.0,,Jared Jones,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-09-16,2026-09-16 00:00:00,brice turang,1.0,0.6845425867507886,0.6958875,0.764,0.6045,0.1594999999999999,7,7,0.0113449132492113,1726.0,0.3130753186558517,0.1114797219003476,20.252723059096176,8.929258400926999,1.762804171494786,86.4058516801854,35.82132097334879,24.663441483198145,45.45869061413673,22.63702201622248,23.571958285052144,54.102259559675545,22.26164542294322,-0.4378910776361529,-0.3922363847045191,3.2095422943221337,1.762804171494786,20.252723059096176,8.929258400926999,5.869640787949015,25.48899188876014,2.260944380069525,4.5059096176129785,58.49368482039397,9.352375434530709,0.8961471610660487,1.0570336037079953,68.26593279258401,24.38180764774044,5.434183082271147,8.770567786790266,3,Research Card,brice turang|mil|pit,2026-09-16 18:40:00-04:00,111.85068128333334,2026-09-16T22:40:00.000Z,2026-09-16,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-09-16T16:48:08-04:00,3
Drake Baldwin,ATL,CHC,2.0,DraftKings,-187,Action Network,True,-193.0,-187.0,6.0,12.0,2026-09-16T11:30:10,2026-09-16T17:30:15,4.5,196.0,0.294,0.552,0.398,0.216,0.1716387887887888,0.3055215215215215,18.551751751751752,FF,42.3,matched,204.0,9.0,1.0,matched,0.7015,0.6746,-0.0324,-0.0269,790,0.5861,0.613,-0.0269,1.0,-207,0.6515679442508711,0.023,Pass,Pass,0.6795,0.0049,-212,0.0279,Pass,Pass,PA Context Blend,0.2339,0.2375,0.6754,0.0008,-208,0.6516,0.0238,Pass,Pass,0.7296,0.055,0.078,-270,B+,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.6361,-0.269,-0.8286,True,0.6838,0.6366,0.6516,-0.015,-175,Pass,Pass,65.35,74.54166666666666,70.5125,59.54375,64.83954377177699,60.161525,59.45,0.0078,-0.055,Strong,Value,Avoid/Fade,418,0.5861244019138756,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2364, 0.2366, 0.237], ""4"": [0.2364, 0.2366, 0.237, 0.2378], ""5"": [0.2364, 0.2366, 0.237, 0.2378, 0.2379], ""6"": [0.2364, 0.2366, 0.237, 0.2378, 0.2379, 0.2379]}","{""3"": 0.5552, ""4"": 0.661, ""5"": 0.7417, ""6"": 0.8031}",0.2364,0.2379,0.7166,0.6516,0.065,-253,B,Playable,True,True,balanced PA path,0.6845,67.5-69.9,0.0321,0.026,0.1188,0.6186,0.1511,0.0015,26.51,55,False,7,False,True,True,better PA path than blended model; passes path filter,0.6829,0.68,0.0,62.53,66.62,36.74,71.6,57.1,59.01,57.9,57.86,Improving Contact,Neutral Offense,Dominant,Pitcher Advantage,0.005,0.0029,0.0023,0.0101,0.6901,0.6516,0.0385,-223,80.8,B,Watch,PA opportunity,False,0.6515679442508711,-0.08,0.5716,-0.08,-133,Pass,Avoid / Overpriced,100,,star_power_bat,low_xba_allowed_pitcher,,"market_pricing:-171_to_-200 (-4.0%, n=5471); opportunity:slot_2 (-3.0%, n=4188); opportunity:top_2 (-3.0%, n=7814)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.7428571428571429,70.0,,Shota Imanaga,LHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-09-16,2026-09-16 00:00:00,drake baldwin,2.0,0.6515679442508711,0.67175,0.7296,0.5716,0.158,7,6,0.0201820557491289,446.0,0.289,0.195,15.2,8.5,4.3,91.7,49.6,23.1,48.7,24.9,30.6,51.6,17.8,0.9,0.0,26.41,4.3,15.3,8.5,8.7,35.0,1.79,6.0,21.3,5.1,0.95,1.46,71.0,23.0,11.8,7.0,4,Research Card,drake baldwin|atl|chc,2026-09-16 19:40:00-04:00,111.85298953333331,2026-09-16T23:40:00.000Z,2026-09-16,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-09-16T17:48:08-04:00,4
Drake Baldwin,ATL,CHC,2.0,DraftKings,-194,Action Network,True,-193.0,-194.0,-1.0,15.0,2026-09-16T11:30:10,2026-09-16T19:00:17,4.5,196.0,0.294,0.552,0.398,0.216,0.1716387887887888,0.3055215215215215,18.551751751751752,FF,42.3,matched,204.0,9.0,1.0,matched,0.7015,0.6746,-0.0324,-0.0269,790,0.5861,0.613,-0.0269,1.0,-207,0.6598639455782312,0.0147,Pass,Pass,0.6795,0.0049,-212,0.0196,Pass,Pass,PA Context Blend,0.2339,0.2375,0.6754,0.0008,-208,0.6599,0.0155,Pass,Pass,0.7296,0.055,0.0697,-270,B,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.6361,-0.269,-0.8286,True,0.6838,0.6361,0.6599,-0.0238,-175,Pass,Pass,64.72,74.54166666666666,70.5125,57.46875,63.90624362244897,60.161525,58.49,0.0073,-0.055,Strong,Value,Avoid/Fade,418,0.5861244019138756,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2364, 0.2366, 0.237], ""4"": [0.2364, 0.2366, 0.237, 0.2378], ""5"": [0.2364, 0.2366, 0.237, 0.2378, 0.2379], ""6"": [0.2364, 0.2366, 0.237, 0.2378, 0.2379, 0.2379]}","{""3"": 0.5552, ""4"": 0.661, ""5"": 0.7417, ""6"": 0.8031}",0.2364,0.2379,0.7166,0.6599,0.0567,-253,B,Playable,True,True,balanced PA path,0.6845,67.5-69.9,0.0321,0.0179,0.1188,0.6186,0.1511,0.0015,24.73,68,False,8,False,True,True,better PA path than blended model; passes path filter,0.6828,0.6799,0.0,62.53,66.62,36.74,71.6,57.1,56.77,57.67,57.86,Improving Contact,Neutral Offense,Dominant,Pitcher Advantage,0.005,0.0029,0.0021,0.0099,0.6898,0.6599,0.0299,-222,80.8,B,Watch,PA opportunity,False,0.6598639455782312,-0.08,0.5799,-0.08,-138,Pass,Avoid / Overpriced,100,,star_power_bat,low_xba_allowed_pitcher,,"market_pricing:-171_to_-200 (-4.0%, n=5471); opportunity:slot_2 (-3.0%, n=4188); opportunity:top_2 (-3.0%, n=7814)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.7428571428571429,70.0,,Shota Imanaga,LHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-09-16,2026-09-16,drake baldwin,2.0,0.6598639455782312,0.6726875,0.7296,0.5799,0.1497,7,6,0.0128235544217687,446.0,0.289,0.195,15.2,8.5,4.3,91.7,49.6,23.1,48.7,24.9,30.6,51.6,17.8,0.9,0.0,26.41,4.3,15.3,8.5,8.7,35.0,1.79,6.0,21.3,5.1,0.95,1.46,71.0,23.0,11.8,7.0,5,Research Card,drake baldwin|atl|chc,2026-09-16 19:40:00-04:00,21.85265745,2026-09-16T23:40:00.000Z,2026-09-16,LOCKED,Locked 22 minutes before first pitch; later refreshes will not replace this rank.,2026-09-16T19:19:25.882476-04:00,5
