player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
Yordan Alvarez,HOU,DET,2.0,DraftKings,-229,Action Network,True,-221,-229,-8,4,2026-06-17T11:00:11,2026-06-17T12:30:08,4.42,194.0,0.348,0.716,0.485,0.222,0.1859916320166321,0.3194417879417879,21.636798336798336,FF,32.4,matched,123,8,1.0,matched,0.7678,0.7309,-0.0273,-0.0369,243,0.5802,0.6171,-0.0369,1.0,-272,0.6960486322188449,0.0349,Lean,Pass,0.7193,-0.0116,-256,0.0232,Pass,Pass,PA Context Blend,0.2497,0.2536,0.697,-0.0339,-230,0.696,0.0009,Pass,Pass,0.7859,0.055,0.0899,-367,B+,Strong/Locked,,New,Upgrade,5,1.0,3.4782,-0.369,-0.6571,True,0.7286,0.7326,0.696,0.0366,-274,Lean,Lean,74.38,100.0,68.77916666666667,59.30625,77.08278780395139,71.8793,58.84,0.0145,-0.0105137902843602,Prime,Value,Watch,12,0.75,False,PA Path Alpha,2.0,4.42,"{""3"": 0.0636, ""4"": 0.4133, ""5"": 0.4501, ""6"": 0.073}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.256, 0.2558, 0.2555], ""4"": [0.256, 0.2558, 0.2555, 0.2547], ""5"": [0.256, 0.2558, 0.2555, 0.2547, 0.2546], ""6"": [0.256, 0.2558, 0.2555, 0.2547, 0.2546, 0.2546]}","{""3"": 0.5878, ""4"": 0.6928, ""5"": 0.771, ""6"": 0.8293}",0.256,0.2546,0.7312,0.696,0.0352,-272,Lean,Pass,True,False,balanced PA path,0.7289,70+,0.0023,0.0377,-0.0529,0.5231,-0.0208,-0.0014,18.25,98,False,3,True,True,True,passes path filter,0.7289,0.7237,0.0,76.44,64.62,39.49,68.76,65.3,59.81,61.92,62.43,Strong / Locked In,Neutral Offense,Dominant,Pitcher Advantage,0.0107,0.0074,0.0054,0.0235,0.7473,0.696,0.0513,-296,82.8,B+,Watch,contact profile; positive regression; PA opportunity,False,0.6960486322188449,-0.08,0.616,-0.08,-160,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"opportunity:slot_2 (-3.0%, n=884); opportunity:top_3 (-3.0%, n=2675); opportunity:top_4 (-3.0%, n=3723)",market has historically overpriced similar buckets,13,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,2.32,25.0,,Casey Mize,RHP,2.0,2.0,4.42,https://www.mlb.com/starting-lineups/2026-06-17,2026-06-17,yordan alvarez,2.0,0.6960486322188449,0.720025,0.7859,0.616,0.1699,7,7,0.023976367781155,1330.0,0.309606015037594,0.2554488721804511,16.54466165413534,12.497593984962409,5.424285714285714,93.29165413533836,51.148421052631576,23.774511278195487,34.26699248120301,35.37015037593985,30.90375939849624,50.90097744360902,18.19526315789474,3.7943609022556393,2.8722556390977445,42.48413533834587,5.424285714285714,16.581954887218046,12.497593984962409,10.608872180451128,42.2187969924812,1.3314285714285714,5.195488721804511,16.580977443609022,5.534661654135339,0.5253684210526316,0.6551804511278195,63.86691729323308,23.70300751879699,13.468796992481202,10.477443609022556,2,Research Card,yordan alvarez|hou|det,2026-06-17 14:10:00-04:00,96.17371046666668,2026-06-17T18:10:00.000Z,2026-06-17,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-17T12:33:49-04:00,2
Kevin McGonigle,DET,HOU,1.0,DraftKings,-206,Action Network,True,-200,-206,-6,4,2026-06-17T11:00:11,2026-06-17T12:30:08,4.62,181.0,0.289,0.499,0.392,0.221,0.0959244394618834,0.2633127802690583,15.050784753363228,FF,30.5,matched,172,10,1.0,matched,0.7023,0.6623,-0.0323,-0.04,192,0.5,0.6184,-0.1184,1.0,-196,0.673202614379085,-0.0109,Pass,Pass,0.6849,0.0226,-217,0.0117,Pass,Pass,PA Context Blend,0.2339,0.2366,0.6846,0.0223,-217,0.6732,0.0114,Pass,Pass,0.6011,-0.0612057324840763,-0.0721,-151,Pass,Improving,,New,Downgrade,157,0.6242038216560509,1.3232,-1.184,-0.6857,False,0.6645,0.6207,0.6732,-0.0525,-164,Pass,Pass,57.31,69.84821428571428,73.6375,46.25625,54.24644695378151,45.95504506369427,52.0,0.0017,-0.045485960591133,Constructive,Fair,Avoid/Fade,406,0.625615763546798,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2354, 0.2355, 0.2359], ""4"": [0.2354, 0.2355, 0.2359, 0.2366], ""5"": [0.2354, 0.2355, 0.2359, 0.2366, 0.2367], ""6"": [0.2354, 0.2355, 0.2359, 0.2366, 0.2367, 0.2367]}","{""3"": 0.5534, ""4"": 0.6591, ""5"": 0.7397, ""6"": 0.8013}",0.2354,0.2367,0.7221,0.6732,0.0489,-260,Lean,Pass,True,False,balanced PA path,0.6644,65-67.4,0.0577,0.0244,0.2233,0.6731,0.1871,0.0013,32.75,23,False,10,False,True,True,better PA path than blended model; extra PA volume versus peer bucket; passes path filter,0.666,0.6639,0.0,61.43,10.0,39.03,77.47,54.45,47.18,47.32,49.11,Improving Contact,Cold Offense,Dominant,Pitcher Advantage,0.0031,-0.0059,-0.006,-0.0087,0.6552,0.6732,-0.018,-190,68.0,Pass,Pass,PA opportunity,False,0.673202614379085,-0.08,0.5932,-0.08,-146,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"opportunity:top_3 (-3.0%, n=2675); opportunity:top_4 (-3.0%, n=3723); opportunity:road_hitter (-3.0%, n=6752)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.56,25.0,,Peter Lambert,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-06-17,2026-06-17,kevin mcgonigle,1.0,0.673202614379085,0.6530125,0.7221,0.5932,0.1289,5,4,-0.020190114379085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Research Card,kevin mcgonigle|det|hou,2026-06-17 14:10:00-04:00,96.17371046666668,2026-06-17T18:10:00.000Z,2026-06-17,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-17T12:33:49-04:00,5
Carlos Cortes,ATH,PIT,1.84,DraftKings,-225,Action Network,True,-222,-225,-3,19,2026-06-17T11:00:11,2026-06-17T20:00:06,4.52,107.0,0.339,0.524,0.401,0.197,0.1319188413361169,0.2989968684759916,23.10438413361169,FF,32.3,matched,210,9,1.0,matched,0.6932,0.6858,-0.0329,-0.0074,246,0.6179,0.6253,-0.0074,1.0,-218,0.6923076923076923,-0.0065,Pass,Pass,0.6779,-0.0079,-210,-0.0144,Pass,Pass,PA Context Blend,0.2344,0.246,0.684,-0.0018,-216,0.6923,-0.0083,Pass,Pass,0.6246,-0.0612057324840763,-0.0677,-166,Pass,Improving,,New,Downgrade,157,0.6242038216560509,1.1712,-0.074,-1.3714,False,0.6747,0.6635,0.6923,-0.0288,-197,Pass,Pass,58.65,67.56795634920636,60.97083333333333,43.94375,69.15346497252747,47.26154506369427,65.17,0.0027,-0.0139034749034748,Constructive,Overpriced,Avoid/Fade,259,0.6718146718146718,False,PA Path Alpha,1.84,4.52,"{""3"": 0.0095, ""4"": 0.36, ""5"": 0.506, ""6"": 0.1245}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2358, 0.2366, 0.2395], ""4"": [0.2358, 0.2366, 0.2395, 0.2451], ""5"": [0.2358, 0.2366, 0.2395, 0.2451, 0.246], ""6"": [0.2358, 0.2366, 0.2395, 0.2451, 0.246, 0.246]}","{""3"": 0.5564, ""4"": 0.6651, ""5"": 0.7475, ""6"": 0.8096}",0.2356,0.246,0.7238,0.6923,0.0315,-262,Lean,Pass,True,False,balanced PA path,0.6739,65-67.4,0.0499,0.0262,0.1207,0.6305,0.1504,0.0104,24.75,64,False,8,False,True,True,better PA path than blended model; late bullpen path advantage; passes path filter,0.6779,0.6716,0.0203,60.67,24.04,28.06,66.71,55.7,45.81,45.68,46.15,Improving Contact,Neutral Offense,Dominant,Pitcher Advantage,0.004,-0.0089,-0.0072,-0.0121,0.6595,0.6923,-0.0328,-194,53.5,Pass,Pass,PA opportunity,False,0.6923076923076923,-0.08,0.6123,-0.08,-158,Pass,Avoid / Overpriced,88,,star_power_bat,low_xba_allowed_pitcher,,"opportunity:top_3 (-3.0%, n=2675); opportunity:top_4 (-3.0%, n=3723); opportunity:road_hitter (-3.0%, n=6752)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),False,Lineup Wait,,1.8421052631578947,19.0,tracked average pending lineup,Braxton Ashcraft,RHP,5.0,,,,2026-06-17 00:00:00,carlos cortes,1.84,0.6923076923076923,0.6664249999999999,0.7238,0.6123,0.1115,6,5,-0.0258826923076923,99.0,0.347,0.234,20.2,3.0,4.0,89.8,44.7,27.6,39.5,26.3,31.6,52.6,15.8,-0.5,0.0,1.73,4.0,20.2,3.0,13.1,45.0,6.67,4.7,23.5,6.7,0.65,1.17,73.0,28.0,9.8,11.0,2,Research Card,carlos cortes|ath|pit,2026-06-17 21:40:00-04:00,79.28456006666667,2026-06-18T01:40:00.000Z,2026-06-17,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-17T20:20:43-04:00,2
