player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason
Drake Baldwin,ATL,STL,1.0,DraftKings,-236,Action Network,True,-218,-236,-18,13,2026-07-12T11:30:09,2026-07-12T17:30:07,4.62,196.0,0.294,0.552,0.398,0.284,0.1926731500000001,0.3206010000000001,20.8962,FF,26.9,matched,203,11,1.0,matched,0.7491,0.7091,-0.0289,-0.04,378,0.5582,0.6098,-0.0516,1.0,-244,0.7023809523809523,0.0067,Pass,Pass,0.7096,0.0005,-244,0.0072,Pass,Pass,PA Context Blend,0.243,0.2409,0.6974,-0.0117,-230,0.7024,-0.0049,Pass,Pass,0.7641,0.055,0.0617,-324,B,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.6361,-0.516,1.1143,True,0.7146,0.6759,0.7024,-0.0265,-209,Pass,Pass,65.35,74.54166666666666,73.6375,54.41875,61.60276785714286,67.3178,56.56,0.0078,-0.0464411764705882,Strong,Fair,Avoid/Fade,68,0.6617647058823529,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2466, 0.2462, 0.2447], ""4"": [0.2466, 0.2462, 0.2447, 0.2419], ""5"": [0.2466, 0.2462, 0.2447, 0.2419, 0.2414], ""6"": [0.2466, 0.2462, 0.2447, 0.2419, 0.2414, 0.2414]}","{""3"": 0.571, ""4"": 0.6748, ""5"": 0.7533, ""6"": 0.8129}",0.2467,0.2414,0.7361,0.7024,0.0337,-279,Lean,Pass,True,False,balanced PA path,0.7152,70+,0.0209,0.0327,0.105,0.6731,0.0804,-0.0053,24.16,62,False,2,True,True,True,better PA path than blended model; passes path filter,0.7131,0.7087,0.0,62.53,61.68,67.83,77.47,57.1,53.46,64.17,66.85,Improving Contact,Cold Offense,Contact Vulnerable,Contact Edge,0.005,0.0118,0.0071,0.024,0.7326,0.7024,0.0302,-274,83.9,B,Watch,pitcher vulnerability; PA opportunity,False,0.7023809523809523,-0.08,0.6224,-0.08,-165,Pass,Avoid / Overpriced,100,,star_power_bat,high_xba_allowed_pitcher,,"market_pricing:-201_to_-240 (-4.0%, n=2832); opportunity:top_2 (-3.0%, n=3358); opportunity:top_3 (-3.0%, n=5240)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,2.5,20.0,,Dustin May,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-07-12,2026-07-12,drake baldwin,1.0,0.7023809523809523,0.7058999999999999,0.7641,0.6224,0.14170000000000005,7,7,0.003519047619047533,446.0,0.289,0.195,15.2,8.5,4.3,91.7,49.6,23.1,48.7,24.9,30.6,51.6,17.8,0.9,0.0,26.41,4.3,15.3,8.5,8.7,35.0,1.79,6.0,21.3,5.1,0.95,1.46,71.0,23.0,11.8,7.0,1,Research Card,drake baldwin|atl|stl,2026-07-12 14:15:00-04:00,-207.44039255,2026-07-12T18:15:00.000Z,2026-07-12,LIVE,Still live; not inside lock window.
Ketel Marte,AZ,LAD,1.0,DraftKings,-214,Action Network,True,-220,-214,6,13,2026-07-12T11:30:09,2026-07-12T17:30:07,4.62,170.0,0.287,0.454,0.345,0.254,0.1271924500000001,0.2904630000000001,20.472600000000007,FF,41.3,matched,204,7,1.0,matched,0.7059,0.7097,-0.0321,0.0038,5,1.0,0.6618,0.3382,0.125,-244,0.6815286624203821,0.0282,Pass,Pass,0.6831,-0.0266,-216,0.0016,Pass,Pass,PA Context Blend,0.2348,0.2365,0.6856,-0.0241,-218,0.6815,0.004,Pass,Pass,0.7647,0.055,0.0832,-325,B+,Strong/Locked,,New,Upgrade,6,0.8333333333333334,0.7258,0.3,0.2571,True,0.7051,0.6561,0.6815,-0.0254,-191,Pass,Pass,63.01,60.88734567901234,73.6375,57.3125,67.690212977707,62.2799,53.41,0.006,-0.055,Strong,Value,Avoid/Fade,174,0.603448275862069,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2361, 0.2361, 0.2362], ""4"": [0.2361, 0.2361, 0.2362, 0.2365], ""5"": [0.2361, 0.2361, 0.2362, 0.2365, 0.2365], ""6"": [0.2361, 0.2361, 0.2362, 0.2365, 0.2365, 0.2365]}","{""3"": 0.5543, ""4"": 0.6597, ""5"": 0.7402, ""6"": 0.8016}",0.2361,0.2365,0.7226,0.6815,0.0411,-260,Lean,Pass,True,False,balanced PA path,0.7051,70+,0.0175,0.0536,0.105,0.6731,0.0804,0.0004,28.72,38,False,6,False,True,True,cheaper than similar-probability peers; better PA path than blended model; passes path filter,0.7018,0.6972,0.0028,56.63,90.0,54.11,77.47,52.2,55.9,64.56,66.1,Improving Contact,Power / Positive Team,Stable / Neutral,Neutral,0.0015,0.0111,0.0074,0.0201,0.7173,0.6815,0.0358,-254,83.1,B,Watch,PA opportunity,False,0.6815286624203821,-0.08,0.6015,-0.08,-151,Pass,Avoid / Overpriced,100,,balanced_hitter,average_k_pitcher,,"market_pricing:-201_to_-240 (-4.0%, n=2832); opportunity:top_2 (-3.0%, n=3358); opportunity:top_3 (-3.0%, n=5240)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.0,1.0,,Emmet Sheehan,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-07-12,2026-07-12,ketel marte,1.0,0.6815286624203821,0.6925749999999999,0.7647,0.6015,0.1632,7,6,0.011046337579617815,1789.0,0.2965662381218558,0.2356858580212409,16.665735047512577,11.15164896590274,4.955058692006708,91.75030743432086,47.78474007825601,22.105645612073783,44.92744550027949,26.03309111235327,37.74225824482951,49.04879821129123,13.20894354387926,2.593292342090553,1.4367803242034656,27.03507546115148,4.99139183901621,16.665735047512577,11.1842370039128,9.903353828954724,40.23588596981554,1.494740078256009,5.2561207378423696,18.16076020122974,6.3164337618781445,0.8261207378423701,1.1457797652319732,66.38569032979318,22.03745108999441,14.841643376187816,13.576299608719957,2,Research Card,ketel marte|az|lad,2026-07-12 16:10:00-04:00,-92.44039255,2026-07-12T20:10:00.000Z,2026-07-12,LIVE,Still live; not inside lock window.
