player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
JJ Wetherholt,STL,CIN,1.0,DraftKings,-241,PropLine,False,-241.0,-241.0,0.0,1.0,2026-08-17T11:30:08,2026-08-17T11:30:08,4.62,193.0,0.242,0.45,0.36,,,,,,,missing player/pitcher pitch mix,216.0,10.0,1.0,matched,0.6682,0.6282,-0.0345,-0.04,738,0.565,0.6257,-0.0606,1.0,-169,0.7067448680351907,-0.0785,Pass,Pass,0.6632,0.035,-197,-0.0435,Pass,Pass,PA Context Blend,0.2261,0.2248,0.6669,0.0387,-200,0.7067,-0.0399,Pass,Pass,0.5632,-0.065,-0.1435,-129,Pass,Neutral,,New,Downgrade,320,0.5375,0.4344,-0.606,0.0,False,0.6366,0.622,0.7067,-0.0847,-165,Pass,Pass,45.68,56.51587301587301,68.3875,30.9125,27.1787469888982,45.12725,48.59,-0.007,-0.0075916437886067,Neutral,Overpriced,Avoid/Fade,5828,0.6256005490734385,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2266, 0.2265, 0.226], ""4"": [0.2266, 0.2265, 0.226, 0.2251], ""5"": [0.2266, 0.2265, 0.226, 0.2251, 0.225], ""6"": [0.2266, 0.2265, 0.226, 0.2251, 0.225, 0.225]}","{""3"": 0.537, ""4"": 0.6412, ""5"": 0.722, ""6"": 0.7845}",0.2267,0.225,0.7045,0.7067,-0.0023,-238,Pass,Pass,True,False,balanced PA path,0.6367,62.5-64.9,0.0678,-0.0547,0.1909,0.6731,0.1694,-0.0017,12.07,88,False,10,False,True,True,better PA path than blended model; extra PA volume versus peer bucket; passes path filter,0.6424,0.6416,0.0,53.21,11.88,50.0,77.47,52.0,32.56,46.48,49.72,Neutral,Cold Offense,Stable / Neutral,Neutral,0.0014,-0.0053,-0.0066,-0.0105,0.631,0.7067,-0.0757,-171,52.5,Pass,Pass,PA opportunity,False,0.7067448680351907,-0.08,0.6267,-0.08,-168,Pass,Avoid / Overpriced,88,,balanced_hitter,average_k_pitcher,,"market_pricing:-241_or_shorter (-4.0%, n=4245); opportunity:top_2 (-3.0%, n=5634); opportunity:top_3 (-3.0%, n=9044)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,False,Lineup Wait,,1.0,70.0,tracked average pending lineup,Kent Emanuel,LHP,5.0,,,,2026-08-17,jj wetherholt,1.0,0.7067448680351907,0.6382125000000001,0.7045,0.5632,0.14129999999999998,4,3,-0.06853236803519058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Research Card,jj wetherholt|stl|cin,2026-08-17 13:40:00-04:00,110.03291275,2026-08-17T17:40:00Z,2026-08-17,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-08-17T11:49:58-04:00,5
