player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
J.P. Crawford,SEA,PIT,1.0,DraftKings,-215,Action Network,True,-221,-215,6,10,2026-06-25T11:00:18,2026-06-25T16:00:09,4.62,155.0,0.263,0.423,0.374,0.226,0.01997822671156,0.2355892255892255,17.517732884399553,FF,54.1,matched,89.0,4.0,0.8277777777777777,matched,0.6712,0.6491,-0.0343,-0.0221,277,0.6029,0.625,-0.0221,1.0,-185,0.6825396825396826,-0.0334,Pass,Pass,0.6648,0.0157,-198,-0.0178,Pass,Pass,PA Context Blend,0.2278,0.2294,0.6724,0.0233,-205,0.6825,-0.0101,Pass,Pass,0.5905,-0.058603164556962,-0.092,-144,Pass,Improving,,New,Downgrade,158,0.6265822784810127,0.5387,-0.221,-0.5429,False,0.65,0.6473,0.6825,-0.0352,-184,Pass,Pass,53.3,58.080605158730165,73.6375,40.41875,49.10089285714286,46.309312658227846,54.53,-0.0013,-0.00146053471668,Neutral,Overpriced,Avoid/Fade,2506,0.6344772545889864,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2276, 0.2278, 0.2282], ""4"": [0.2276, 0.2278, 0.2282, 0.2291], ""5"": [0.2276, 0.2278, 0.2282, 0.2291, 0.2292], ""6"": [0.2276, 0.2278, 0.2282, 0.2291, 0.2292, 0.2292]}","{""3"": 0.5397, ""4"": 0.6451, ""5"": 0.7265, ""6"": 0.7892}",0.2276,0.2292,0.7088,0.6825,0.0263,-243,Pass,Pass,True,False,balanced PA path,0.6497,62.5-64.9,0.0591,-0.0088,0.252,0.6731,0.2209,0.0016,26.74,17,False,9,False,True,True,better PA path than blended model; extra PA volume versus peer bucket; passes path filter,0.6557,0.6534,0.0069,55.9,22.14,41.31,77.47,50.65,42.79,47.86,50.05,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0005,-0.005,-0.0056,-0.01,0.6434,0.6825,-0.0391,-180,68.9,Pass,Pass,PA opportunity,False,0.6825396825396826,-0.08,0.6025,-0.08,-152,Pass,Avoid / Overpriced,100,,balanced_hitter,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.2%, n=1942); opportunity:top_3 (-3.0%, n=3519); opportunity:top_4 (-3.0%, n=4947)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.1666666666666667,24.0,,Bubba Chandler,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-06-25,2026-06-25 00:00:00,jp crawford,1.0,0.6825396825396826,0.64735,0.7088,0.5905,0.1182999999999999,6,3,-0.0351896825396825,1743.0,0.2984234079173838,0.1334056224899598,20.03855421686747,12.59627079747562,2.2909925415949512,87.00872059667239,36.27796901893287,26.003729202524383,42.16035570854848,23.65599541021228,31.898623063683303,49.42042455536431,18.65507745266781,0.9460126219162364,1.457487091222031,10.695983935742971,2.2909925415949512,20.03855421686747,12.59627079747562,6.727481353987378,31.71199082042456,1.6130808950086055,4.320711417096959,39.38978772231784,9.421342512908778,0.7467756741250717,0.9672576018359152,63.768789443488245,25.81353987378084,7.104934021801492,13.748709122203095,4,Research Card,j.p. crawford|sea|pit,2026-06-25 12:35:00-04:00,-242.25589143333332,2026-06-25T16:35:00.000Z,2026-06-25,LOCKED,Game has started; ROI Edge snapshot is frozen.,2026-06-25T16:37:15-04:00,4
Ben Rice,NYY,BOS,2.0,DraftKings,-231,Action Network,True,-228,-231,-3,11,2026-06-25T11:00:18,2026-06-25T17:00:08,4.5,160.0,0.297,0.596,0.43,0.242,0.1309205794205794,0.3055214785214785,25.955044955044954,FF,32.9,matched,97.0,8.0,1.0,matched,0.7295,0.7314,-0.0304,0.0019,274,0.6241,0.6222,0.0019,1.0,-272,0.6978851963746223,0.0335,Lean,Pass,0.6916,-0.0398,-224,-0.0063,Pass,Pass,PA Context Blend,0.2381,0.2396,0.6815,-0.0499,-214,0.6979,-0.0164,Pass,Pass,0.7864,0.055,0.0885,-368,B+,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.8534,0.019,-0.0857,True,0.718,0.6722,0.6979,-0.0257,-205,Pass,Pass,67.26,77.80070546737213,70.5125,56.20625,65.12287076499784,66.320525,66.4,0.0092,-0.055,Strong,Value,Avoid/Fade,119,0.5798319327731093,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2415, 0.2414, 0.241], ""4"": [0.2415, 0.2414, 0.241, 0.2403], ""5"": [0.2415, 0.2414, 0.241, 0.2403, 0.2402], ""6"": [0.2415, 0.2414, 0.241, 0.2403, 0.2402, 0.2402]}","{""3"": 0.5632, ""4"": 0.6682, ""5"": 0.7479, ""6"": 0.8085}",0.2415,0.2402,0.7231,0.6979,0.0252,-261,Pass,Pass,True,False,balanced PA path,0.7177,70+,0.0054,0.045,-0.026,0.6186,0.0173,-0.0013,21.5,42,False,5,True,True,True,cheaper than similar-probability peers; passes path filter,0.7131,0.707,0.0056,63.97,72.38,48.63,71.6,59.3,54.39,61.69,62.71,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0065,0.0077,0.0052,0.0194,0.7265,0.6979,0.0286,-266,81.4,B,Watch,PA opportunity,False,0.6978851963746223,-0.08,0.6179,-0.08,-162,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.2%, n=1942); opportunity:slot_2 (-3.0%, n=1176); opportunity:top_3 (-3.0%, n=3519)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.8484848484848484,33.0,,Connelly Early,LHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-06-25,2026-06-25 00:00:00,ben rice,2.0,0.6978851963746223,0.7038249999999999,0.7864,0.6179,0.16849999999999998,7,7,0.005939803625377604,708.0,0.2496299435028248,0.2274067796610169,20.936440677966104,9.852542372881356,4.648587570621469,92.3954802259887,51.2225988700565,24.39717514124294,38.79435028248588,29.63135593220339,37.22231638418079,50.05254237288136,12.725141242937854,0.3480225988700565,0.8725988700564973,2.7416666666666667,4.648587570621469,20.936440677966104,9.852542372881356,9.99491525423729,49.25141242937853,2.1005649717514125,4.322881355932204,18.930225988700567,7.049152542372882,0.6348587570621469,0.9197175141242938,62.98870056497175,24.497175141242938,12.847457627118644,12.251412429378531,1,Research Card,ben rice|nyy|bos,2026-06-25 19:10:00-04:00,118.92464815,2026-06-25T23:10:00.000Z,2026-06-25,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-25T17:11:04-04:00,1
Nico Hoerner,CHC,NYM,1.61,DraftKings,-219,Action Network,True,-217,-219,-2,11,2026-06-25T11:00:18,2026-06-25T17:00:08,4.55,193.0,0.298,0.391,0.339,0.237,0.1357821500000001,0.273101,11.8082,FF,56.2,matched,195.0,8.0,1.0,matched,0.6881,0.6736,-0.0333,-0.0145,271,0.5904,0.6049,-0.0145,1.0,-206,0.6865203761755486,-0.0129,Pass,Pass,0.6725,-0.0011,-205,-0.014,Pass,Pass,PA Context Blend,0.2351,0.2387,0.6818,0.0082,-214,0.6865,-0.0047,Pass,Pass,0.615,-0.058603164556962,-0.0715,-160,Pass,Improving,,New,Downgrade,158,0.6265822784810127,0.5663,-0.145,-0.2286,False,0.6667,0.6644,0.6865,-0.0221,-198,Pass,Pass,53.87,58.49503968253968,61.62083333333334,43.55625,59.04712732310792,47.99613765822785,51.99,-0.0008,-0.00146053471668,Neutral,Overpriced,Avoid/Fade,2506,0.6344772545889864,False,PA Path Alpha,1.61,4.55,"{""3"": 0.0051, ""4"": 0.3494, ""5"": 0.5126, ""6"": 0.1329}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2351, 0.2353, 0.2362], ""4"": [0.2351, 0.2353, 0.2362, 0.2379], ""5"": [0.2351, 0.2353, 0.2362, 0.2379, 0.2382], ""6"": [0.2351, 0.2353, 0.2362, 0.2379, 0.2382, 0.2382]}","{""3"": 0.5532, ""4"": 0.6595, ""5"": 0.7406, ""6"": 0.8024}",0.235,0.2382,0.7195,0.6865,0.033,-257,Lean,Pass,True,False,balanced PA path,0.6661,65-67.4,0.0534,0.0097,0.1273,0.6455,0.1601,0.0032,21.31,45,False,8,False,True,True,better PA path than blended model; passes path filter,0.6715,0.6691,0.0,57.75,23.66,46.34,67.78,49.05,45.9,48.29,50.43,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,-0.0007,-0.0046,-0.0052,-0.0105,0.6587,0.6865,-0.0278,-193,54.6,Pass,Pass,PA opportunity,False,0.6865203761755486,-0.08,0.6065,-0.08,-154,Pass,Avoid / Overpriced,88,,balanced_hitter,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.2%, n=1942); opportunity:top_3 (-3.0%, n=3519); opportunity:top_4 (-3.0%, n=4947)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),False,Lineup Wait,,1.6111111111111112,18.0,tracked average pending lineup,Freddy Peralta,RHP,5.0,,,,2026-06-25 00:00:00,nico hoerner,1.61,0.6865203761755486,0.6615,0.7195,0.6065,0.11299999999999999,6,5,-0.025020376175548642,1978.0,0.3074671385237613,0.0990156723963599,10.040192113245704,6.674266936299292,1.1695652173913045,86.27158746208292,30.56890798786653,26.92588473205258,45.271587462082906,21.18913043478261,23.769666329625885,54.69772497472194,21.53260869565217,1.2636501516683518,0.6980283114256824,11.156673407482304,1.1695652173913045,10.040192113245704,6.674266936299292,6.222901921132456,24.296258847320527,1.487340748230536,9.4633973710819,78.9463599595551,10.301870576339738,0.8313852376137513,0.932649140546006,80.26895854398381,26.620323559150656,3.0454499494438827,13.0,2,Research Card,nico hoerner|chc|nym,2026-06-25 19:10:00-04:00,118.92464815,2026-06-25T23:10:00.000Z,2026-06-25,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-25T17:11:04-04:00,2
Kevin McGonigle,DET,HOU,1.0,DraftKings,-219,Action Network,True,-225,-219,6,11,2026-06-25T11:00:18,2026-06-25T17:00:08,4.54,181.0,0.289,0.499,0.392,0.248,0.0757585204081632,0.2521602040816326,14.154897959183677,SL,42.1,matched,235.0,12.0,1.0,matched,0.7116,0.6716,-0.0317,-0.04,243,0.535,0.6173,-0.0823,1.0,-205,0.6865203761755486,-0.0149,Pass,Pass,0.6843,0.0127,-217,-0.0022,Pass,Pass,PA Context Blend,0.2365,0.2375,0.6815,0.0099,-214,0.6865,-0.005,Pass,Pass,0.7266,0.055,0.0401,-266,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.3232,-0.823,0.0857,False,0.6848,0.6607,0.6865,-0.0258,-195,Pass,Pass,61.33,69.84821428571428,71.90416666666667,51.125,57.78913625167934,59.45405,55.52,0.0047,-0.028865483234714,Constructive,Fair,Avoid/Fade,507,0.6410256410256411,False,PA Path Alpha,1.0,4.54,"{""3"": 0.0256, ""4"": 0.3753, ""5"": 0.4881, ""6"": 0.111}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2383, 0.2383, 0.2381], ""4"": [0.2383, 0.2383, 0.2381, 0.2377], ""5"": [0.2383, 0.2383, 0.2381, 0.2377, 0.2377], ""6"": [0.2383, 0.2383, 0.2381, 0.2377, 0.2377, 0.2377]}","{""3"": 0.558, ""4"": 0.663, ""5"": 0.7431, ""6"": 0.8042}",0.2384,0.2377,0.7151,0.6865,0.0286,-251,Pass,Pass,True,False,balanced PA path,0.6856,67.5-69.9,0.0295,0.0185,0.1229,0.5991,0.1096,-0.0007,23.76,29,False,9,False,True,True,better PA path than blended model; passes path filter,0.6862,0.6831,0.0,61.43,55.54,51.37,74.62,54.45,50.92,58.18,60.19,Improving Contact,Cold Offense,Stable / Neutral,Neutral,0.0031,0.0052,0.0025,0.0108,0.6939,0.6865,0.0074,-227,74.1,Pass,Pass,PA opportunity,False,0.6865203761755486,-0.08,0.6065,-0.08,-154,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.2%, n=1942); opportunity:top_3 (-3.0%, n=3519); opportunity:top_4 (-3.0%, n=4947)",market has historically overpriced similar buckets,13,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.4375,32.0,,Tatsuya Imai,RHP,1.0,1.0,4.54,https://www.mlb.com/starting-lineups/2026-06-25,2026-06-25 00:00:00,kevin mcgonigle,1.0,0.6865203761755486,0.6800249999999999,0.7266,0.6065,0.12009999999999998,7,7,-0.006495376175548739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Research Card,kevin mcgonigle|det|hou,2026-06-25 18:40:00-04:00,88.92464815,2026-06-25T22:40:00.000Z,2026-06-25,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-25T17:11:04-04:00,3
