player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason
Drake Baldwin,ATL,SF,1.38,DraftKings,-242,PropLine,False,-242.0,-242.0,0.0,8.0,2026-06-26T11:00:13,2026-06-26T15:00:13,4.57,196.0,0.294,0.552,0.398,,,,,,,missing player/pitcher pitch mix,137.0,10.0,1.0,matched,0.7239,0.6839,-0.0308,-0.04,268,0.541,0.6102,-0.0691,1.0,-216,0.7076023391812866,-0.0237,Pass,Pass,0.6945,0.0106,-227,-0.0131,Pass,Pass,PA Context Blend,0.238,0.239,0.6867,0.0028,-219,0.7076,-0.0209,Pass,Pass,0.7389,0.055,0.0313,-283,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.6361,-0.691,0.0,False,0.6951,0.6682,0.7076,-0.0394,-201,Pass,Pass,61.11,74.54166666666666,62.054166666666674,48.35,58.21598684210527,61.3667,60.48,0.0046,-0.0315214007782101,Constructive,Fair,Avoid/Fade,514,0.6381322957198443,False,PA Path Alpha,1.38,4.57,"{""3"": 0.0051, ""4"": 0.3414, ""5"": 0.5155, ""6"": 0.138}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.241, 0.2409, 0.2404], ""4"": [0.241, 0.2409, 0.2404, 0.2396], ""5"": [0.241, 0.2409, 0.2404, 0.2396, 0.2395], ""6"": [0.241, 0.2409, 0.2404, 0.2396, 0.2395, 0.2395]}","{""3"": 0.5624, ""4"": 0.6672, ""5"": 0.7469, ""6"": 0.8075}",0.241,0.2395,0.7271,0.7076,0.0195,-266,Pass,Pass,True,False,balanced PA path,0.6959,67.5-69.9,0.0312,-0.0203,0.16,0.6535,0.1647,-0.0015,10.92,134,False,3,True,True,True,better PA path than blended model; extra PA volume versus peer bucket; passes path filter,0.6962,0.6926,0.0,62.53,58.18,50.0,68.49,57.1,47.94,57.72,59.43,Improving Contact,Cold Offense,Stable / Neutral,Neutral,0.005,0.0044,0.0021,0.0115,0.7041,0.7076,-0.0035,-238,58.7,Pass,Pass,PA opportunity,False,0.7076023391812866,-0.08,0.6276,-0.08,-169,Pass,Avoid / Overpriced,88,,star_power_bat,average_k_pitcher,,"market_pricing:-241_or_shorter (-4.0%, n=2028); opportunity:top_3 (-3.0%, n=3577); opportunity:top_4 (-3.0%, n=5037)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,False,Lineup Wait,,1.375,8.0,tracked average pending lineup,,,5.0,,,,2026-06-26,drake baldwin,1.38,0.7076023391812866,0.691375,0.7389,0.6276,0.11129999999999995,7,7,-0.016227339181286604,446.0,0.289,0.195,15.2,8.5,4.3,91.7,49.6,23.1,48.7,24.9,30.6,51.6,17.8,0.9,0.0,26.41,4.3,15.3,8.5,8.7,35.0,1.79,6.0,21.3,5.1,0.95,1.46,71.0,23.0,11.8,7.0,1,Research Card,drake baldwin|atl|sf,2026-06-26 22:15:00-04:00,398.52260725,2026-06-27T02:15:00Z,2026-06-26,LIVE,Still live; not inside lock window.
Kevin McGonigle,DET,HOU,1.0,DraftKings,-224,PropLine,False,-224.0,-224.0,0.0,8.0,2026-06-26T11:00:13,2026-06-26T15:00:13,4.54,181.0,0.289,0.499,0.392,0.255,0.0786059233449477,0.2462648083623693,11.225435540069686,CU,31.4,matched,186.0,10.0,1.0,matched,0.7156,0.6756,-0.0314,-0.04,251,0.5339,0.6171,-0.0832,1.0,-208,0.691358024691358,-0.0158,Pass,Pass,0.6861,0.0105,-219,-0.0053,Pass,Pass,PA Context Blend,0.2373,0.2379,0.6827,0.0071,-215,0.6914,-0.0087,Pass,Pass,0.7306,0.055,0.0392,-271,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.3232,-0.832,0.2857,False,0.6877,0.661,0.6914,-0.0304,-195,Pass,Pass,61.37,69.84821428571428,71.90416666666667,50.5875,57.52052579365079,60.257075,55.9,0.0048,-0.0315214007782101,Constructive,Fair,Avoid/Fade,514,0.6381322957198443,False,PA Path Alpha,1.0,4.54,"{""3"": 0.0256, ""4"": 0.3753, ""5"": 0.4881, ""6"": 0.111}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2393, 0.2392, 0.2388], ""4"": [0.2393, 0.2392, 0.2388, 0.2381], ""5"": [0.2393, 0.2392, 0.2388, 0.2381, 0.238], ""6"": [0.2393, 0.2392, 0.2388, 0.2381, 0.238, 0.238]}","{""3"": 0.5594, ""4"": 0.6643, ""5"": 0.7442, ""6"": 0.8051}",0.2393,0.238,0.7163,0.6914,0.0249,-252,Pass,Pass,True,False,balanced PA path,0.6884,67.5-69.9,0.0279,-0.0041,0.13,0.5991,0.1103,-0.0013,18.54,70,False,8,False,True,True,better PA path than blended model; passes path filter,0.6885,0.6853,0.0,61.43,55.36,54.57,74.62,54.45,50.18,58.77,61.05,Improving Contact,Cold Offense,Stable / Neutral,Neutral,0.0031,0.006,0.0029,0.0121,0.6974,0.6914,0.006,-230,74.3,Pass,Pass,PA opportunity,False,0.691358024691358,-0.08,0.6114,-0.08,-157,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.2%, n=1971); opportunity:top_3 (-3.0%, n=3577); opportunity:top_4 (-3.0%, n=5037)",market has historically overpriced similar buckets,13,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,1.4242424242424243,33.0,,Spencer Arrighetti,RHP,1.0,1.0,4.54,https://www.mlb.com/starting-lineups/2026-06-26,2026-06-26,kevin mcgonigle,1.0,0.691358024691358,0.6826375,0.7306,0.6114,0.11919999999999997,7,7,-0.008720524691357978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Research Card,kevin mcgonigle|det|hou,2026-06-26 18:40:00-04:00,183.52260725,2026-06-26T22:40:00Z,2026-06-26,LIVE,Still live; not inside lock window.
Jake McCarthy,COL,MIN,1.0,DraftKings,-202,PropLine,False,-203.0,-202.0,1.0,8.0,2026-06-26T11:00:13,2026-06-26T15:00:13,4.62,93.0,0.279,0.418,0.339,0.234,0.1823471204188481,0.3150418848167539,20.499476439790577,FF,46.5,matched,205.0,6.0,1.0,matched,0.6697,0.6662,-0.0344,-0.0035,305,0.6033,0.6068,-0.0035,1.0,-200,0.6688741721854304,-0.0027,Pass,Pass,0.6657,-0.0005,-199,-0.0031,Pass,Pass,PA Context Blend,0.2284,0.2326,0.6757,0.0095,-208,0.6689,0.0069,Pass,Pass,0.6037,-0.0624691823899371,-0.0652,-152,Pass,Improving,,New,Downgrade,159,0.6226415094339622,0.2572,-0.035,-0.3143,False,0.6592,0.6035,0.6689,-0.0654,-152,Pass,Pass,54.08,53.85859788359789,73.6375,45.99375,56.07750384342479,46.32918632075472,48.13,-0.0007,-0.055,Neutral,Fair,Avoid/Fade,1081,0.5254394079555966,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2286, 0.2289, 0.23], ""4"": [0.2286, 0.2289, 0.23, 0.2322], ""5"": [0.2286, 0.2289, 0.23, 0.2322, 0.2325], ""6"": [0.2286, 0.2289, 0.23, 0.2322, 0.2325, 0.2325]}","{""3"": 0.542, ""4"": 0.6483, ""5"": 0.7301, ""6"": 0.7928}",0.2285,0.2325,0.7123,0.6689,0.0434,-248,Lean,Pass,True,False,balanced PA path,0.6586,65-67.4,0.0537,0.0147,0.1575,0.6731,0.1327,0.004,28.34,26,False,9,False,True,True,better PA path than blended model; extra PA volume versus peer bucket; passes path filter,0.6586,0.6542,0.0242,52.88,24.31,44.97,77.47,50.4,46.17,48.69,50.44,Neutral,Neutral Offense,Stable / Neutral,Neutral,0.0003,-0.0046,-0.0049,-0.0092,0.645,0.6689,-0.0239,-182,68.7,Pass,Pass,PA opportunity,False,0.6688741721854304,-0.08,0.5889,-0.08,-143,Pass,Avoid / Overpriced,100,,balanced_hitter,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.2%, n=1971); opportunity:top_3 (-3.0%, n=3577); opportunity:top_4 (-3.0%, n=5037)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,1.3157894736842106,19.0,,Taj Bradley,RHP,1.0,1.0,4.62,https://www.mlb.com/starting-lineups/2026-06-26,2026-06-26,jake mccarthy,1.0,0.6688741721854304,0.645125,0.7123,0.5889,0.12340000000000007,5,4,-0.02374917218543049,1029.0,0.3010116618075801,0.1109067055393586,17.517784256559768,6.518075801749272,1.3399416909620991,82.09912536443149,25.01720116618076,20.269679300291543,48.3667638483965,20.626822157434404,33.221574344023324,51.07172011661808,15.728279883381926,0.2437317784256559,0.2209912536443149,3.946180758017493,1.3399416909620991,17.517784256559768,6.518075801749272,5.659766763848396,25.14868804664723,2.796851311953353,5.228279883381925,79.55539358600583,11.26793002915452,1.051399416909621,1.4260349854227408,71.48396501457727,20.402332361516034,4.461807580174927,11.38192419825073,3,Research Card,jake mccarthy|col|min,2026-06-26 20:10:00-04:00,273.52260725,2026-06-27T00:10:00Z,2026-06-26,LIVE,Still live; not inside lock window.
Nico Hoerner,CHC,MIL,1.61,DraftKings,-148,PropLine,False,-144.0,-148.0,-4.0,8.0,2026-06-26T11:00:13,2026-06-26T15:00:13,4.55,193.0,0.298,0.391,0.339,0.189,0.22482175,0.305608,8.9175,FF,60.9,matched,158.0,7.0,1.0,matched,0.658,0.6478,-0.035,-0.0102,279,0.595,0.6052,-0.0102,1.0,-184,0.5967741935483871,0.051,B,Lineup Wait,0.6572,0.0094,-192,0.0604,B,Lineup Wait,PA Context Blend,0.2285,0.2362,0.6728,0.025,-206,0.5968,0.076,B+,Lineup Wait,0.5828,-0.065,-0.014,-140,Pass,Neutral,,New,Downgrade,263,0.5361216730038023,0.5663,-0.102,-1.6,False,0.6463,0.5933,0.5968,-0.0035,-146,Pass,Pass,57.62,58.49503968253968,61.62083333333334,60.8375,66.99013536866359,41.91125,55.06,0.002,-0.055,Constructive,Value,Avoid/Fade,346,0.5173410404624278,False,PA Path Alpha,1.61,4.55,"{""3"": 0.0051, ""4"": 0.3494, ""5"": 0.5126, ""6"": 0.1329}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2277, 0.2284, 0.2306], ""4"": [0.2277, 0.2284, 0.2306, 0.235], ""5"": [0.2277, 0.2284, 0.2306, 0.235, 0.2357], ""6"": [0.2277, 0.2284, 0.2306, 0.235, 0.2357, 0.2357]}","{""3"": 0.5415, ""4"": 0.6493, ""5"": 0.7319, ""6"": 0.7951}",0.2276,0.2357,0.7105,0.5968,0.1137,-245,A,Lineup Wait,True,False,market mispricing,0.6459,62.5-64.9,0.0646,0.0545,0.1931,0.6455,0.1979,0.0081,35.03,13,False,10,False,True,True,cheaper than similar-probability peers; better PA path than blended model; extra PA volume versus peer bucket; passes path filter,0.6475,0.6464,0.0,57.75,21.96,24.4,67.78,49.05,62.61,44.83,43.98,Improving Contact,Neutral Offense,Dominant,Pitcher Advantage,-0.0007,-0.011,-0.0079,-0.0196,0.6268,0.5968,0.03,-168,59.2,B,Lineup/Price Watch,PA opportunity,False,0.5967741935483871,-0.08,0.5168,-0.08,-107,Pass,Avoid / Overpriced,88,,balanced_hitter,low_xba_allowed_pitcher,,"market_pricing:-146_to_-170 (-4.0%, n=1425); opportunity:top_3 (-3.0%, n=3577); opportunity:top_4 (-3.0%, n=5037)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,False,Lineup Wait,,1.6111111111111112,18.0,tracked average pending lineup,Jacob Misiorowski,RHP,5.0,,,,2026-06-26,nico hoerner,1.61,0.5967741935483871,0.626,0.7105,0.5168,0.19369999999999998,4,2,0.02922580645161288,1978.0,0.3074671385237613,0.0990156723963599,10.040192113245704,6.674266936299292,1.1695652173913045,86.27158746208292,30.56890798786653,26.92588473205258,45.271587462082906,21.18913043478261,23.769666329625885,54.69772497472194,21.53260869565217,1.2636501516683518,0.6980283114256824,11.156673407482304,1.1695652173913045,10.040192113245704,6.674266936299292,6.222901921132456,24.296258847320527,1.487340748230536,9.4633973710819,78.9463599595551,10.301870576339738,0.8313852376137513,0.932649140546006,80.26895854398381,26.620323559150656,3.0454499494438827,13.0,4,Research Card,nico hoerner|chc|mil,2026-06-26 19:45:00-04:00,248.52260725,2026-06-26T23:45:00Z,2026-06-26,LIVE,Still live; not inside lock window.
