player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
James Wood,WSH,PIT,1.0,DraftKings,-237,PropLine,False,-237.0,-237.0,0.0,1.0,2026-07-05T11:00:08,2026-07-05T11:00:08,4.62,204.0,0.269,0.607,0.426,0.226,0.1420497000000001,0.313059,27.0151,FF,54.1,matched,169.0,9.0,1.0,matched,0.7116,0.69,-0.0317,-0.0216,408,0.6127,0.6343,-0.0216,1.0,-223,0.7032640949554896,-0.0133,Pass,Pass,0.6906,0.0006,-223,-0.0127,Pass,Pass,PA Context Blend,0.232,0.2321,0.6791,-0.0109,-212,0.7033,-0.0242,Pass,Pass,0.745,0.055,0.0417,-292,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.8346,-0.216,-0.5429,False,0.6957,0.6703,0.7033,-0.033,-203,Pass,Pass,62.08,77.51884920634922,68.3875,49.46875,54.61211967465029,62.67155,56.18,0.0053,-0.0306734959349592,Constructive,Fair,Avoid/Fade,615,0.6390243902439025,False,PA Path Alpha,1.0,4.62,"{""3"": 0.005, ""4"": 0.3219, ""5"": 0.5225, ""6"": 0.1506}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2355, 0.2353, 0.2346], ""4"": [0.2355, 0.2353, 0.2346, 0.2332], ""5"": [0.2355, 0.2353, 0.2346, 0.2332, 0.233], ""6"": [0.2355, 0.2353, 0.2346, 0.2332, 0.233, 0.233]}","{""3"": 0.5525, ""4"": 0.6569, ""5"": 0.7368, ""6"": 0.7981}",0.2355,0.233,0.7194,0.7033,0.0161,-256,Pass,Pass,True,False,balanced PA path,0.6962,67.5-69.9,0.0232,-0.0032,0.1464,0.6731,0.1163,-0.0025,14.13,119,False,6,False,True,True,better PA path than blended model; passes path filter,0.6957,0.6922,0.0,62.17,67.68,41.31,77.47,59.85,48.87,59.24,60.38,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0069,0.0054,0.0033,0.0156,0.7078,0.7033,0.0045,-242,59.1,Pass,Pass,PA opportunity,False,0.7032640949554896,-0.08,0.6233,-0.08,-165,Pass,Avoid / Overpriced,88,,fly_ball_slugger,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.9%, n=2448); opportunity:top_3 (-3.0%, n=4479); opportunity:top_4 (-3.0%, n=6417)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,False,Lineup Wait,,1.0,43.0,tracked average pending lineup,Bubba Chandler,RHP,5.0,,,,2026-07-05,james wood,1.0,0.7032640949554896,0.6906874999999999,0.745,0.6233,0.1217,7,7,-0.0125765949554896,1025.0,0.3549170731707317,0.2006429268292683,31.051024390243903,12.070536585365854,3.909951219512196,93.80829268292683,55.32487804878049,27.0099512195122,51.47014634146342,20.283804878048784,26.783414634146343,52.62156097560976,20.595024390243903,2.341073170731707,0.4360975609756098,21.837648780487804,3.909951219512196,31.051024390243903,12.070536585365854,9.246048780487806,41.06634146341464,2.5639414634146345,2.7983414634146344,23.725365853658538,6.662243902439025,1.0653951219512194,1.756887804878049,52.639024390243904,27.34439024390244,14.60039024390244,2.327804878048781,3,Research Card,james wood|wsh|pit,2026-07-05 13:00:00-04:00,93.56068726666668,2026-07-05T17:00:00Z,2026-07-05,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-07-05T11:26:26-04:00,3
Dillon Dingler,DET,TEX,2.0,DraftKings,-245,PropLine,False,-247.0,-245.0,2.0,6.0,2026-07-05T11:00:08,2026-07-05T13:30:12,4.5,148.0,0.298,0.566,0.397,0.274,0.22816385,0.330562,18.5183,SL,36.7,matched,132.0,8.0,1.0,matched,0.7374,0.6974,-0.0298,-0.04,308,0.5617,0.6149,-0.0532,1.0,-230,0.7101449275362319,-0.0127,Pass,Pass,0.6939,-0.0035,-227,-0.0162,Pass,Pass,PA Context Blend,0.2404,0.2407,0.6848,-0.0126,-217,0.7101,-0.0254,Pass,Pass,0.7524,0.055,0.0423,-304,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.4184,-0.532,0.8286,False,0.7016,0.6764,0.7101,-0.0337,-209,Pass,Pass,62.32,71.27663139329806,70.5125,49.25,60.158115295031045,64.5968,54.65,0.0055,-0.0306734959349592,Constructive,Fair,Avoid/Fade,615,0.6390243902439025,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2438, 0.2436, 0.2428], ""4"": [0.2438, 0.2436, 0.2428, 0.2414], ""5"": [0.2438, 0.2436, 0.2428, 0.2414, 0.2412], ""6"": [0.2438, 0.2436, 0.2428, 0.2414, 0.2412, 0.2412]}","{""3"": 0.5669, ""4"": 0.6715, ""5"": 0.7507, ""6"": 0.8108}",0.2438,0.2412,0.7261,0.7101,0.0159,-265,Pass,Pass,True,False,balanced PA path,0.7021,70+,0.024,-0.0203,-0.06,0.6186,-0.0272,-0.0026,8.85,173,False,4,True,True,True,better PA path than blended model; passes path filter,0.7017,0.6955,0.0089,60.61,61.36,63.26,71.6,57.8,48.67,61.42,63.68,Improving Contact,Cold Offense,Contact Vulnerable,Contact Edge,0.0055,0.0087,0.005,0.0191,0.7147,0.7101,0.0046,-251,75.0,Pass,Pass,PA opportunity,False,0.7101449275362319,-0.08,0.6301,-0.08,-170,Pass,Avoid / Overpriced,100,,star_power_bat,high_xba_allowed_pitcher,,"market_pricing:-241_or_shorter (-4.0%, n=2422); opportunity:slot_2 (-3.0%, n=1492); opportunity:top_3 (-3.0%, n=4479)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,2.731707317073171,41.0,,Kumar Rocker,RHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-07-05,2026-07-05 00:00:00,dillon dingler,2.0,0.7101449275362319,0.6969749999999999,0.7524,0.6301,0.1222999999999999,8,7,-0.013169927536232,556.0,0.3293525179856115,0.1463741007194244,25.22122302158273,4.6652877697841735,2.533992805755396,89.96870503597123,46.07553956834532,29.9931654676259,37.48309352517986,25.461151079136688,26.546223021582733,55.76870503597122,17.70071942446043,-0.0251798561151079,-0.168705035971223,1.6282374100719423,2.549640287769784,25.22122302158273,4.680935251798561,7.934712230215827,34.22482014388489,5.596798561151079,3.812230215827338,41.401978417266186,7.6,0.6059892086330935,0.8385071942446043,66.06115107913669,29.68705035971223,6.5836330935251794,12.156474820143885,2,Research Card,dillon dingler|det|tex,2026-07-05 15:30:00-04:00,104.8531133,2026-07-05T19:30:00Z,2026-07-05,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-07-05T13:45:08-04:00,2
Miguel Vargas,CWS,CLE,2.0,DraftKings,-229,PropLine,False,-240.0,-229.0,11.0,7.0,2026-07-05T11:00:08,2026-07-05T14:00:10,4.5,181.0,0.269,0.539,0.406,0.236,0.0826836336336336,0.2652442442442442,18.248348348348348,FF,26.6,matched,178.0,12.0,1.0,matched,0.6947,0.688,-0.0328,-0.0067,342,0.617,0.6237,-0.0067,1.0,-221,0.6960486322188449,-0.008,Pass,Pass,0.674,-0.014,-207,-0.0221,Pass,Pass,PA Context Blend,0.2318,0.2321,0.669,-0.019,-202,0.696,-0.0271,Pass,Pass,0.743,0.055,0.047,-289,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.4031,-0.067,-0.2571,False,0.688,0.6614,0.696,-0.0346,-195,Pass,Pass,60.44,71.04662698412699,70.5125,49.3625,55.11917173252281,62.080025,49.7,0.0041,-0.0306734959349592,Constructive,Fair,Avoid/Fade,615,0.6390243902439025,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.234, 0.2339, 0.2335], ""4"": [0.234, 0.2339, 0.2335, 0.2326], ""5"": [0.234, 0.2339, 0.2335, 0.2326, 0.2325], ""6"": [0.234, 0.2339, 0.2335, 0.2326, 0.2325, 0.2325]}","{""3"": 0.5502, ""4"": 0.6548, ""5"": 0.7351, ""6"": 0.7967}",0.2341,0.2325,0.7102,0.696,0.0142,-245,Pass,Pass,True,False,balanced PA path,0.6882,67.5-69.9,0.022,0.0035,0.0383,0.6186,0.0695,-0.0016,16.95,97,False,9,False,True,True,better PA path than blended model; passes path filter,0.6875,0.6844,0.0,60.39,70.66,45.89,71.6,56.45,48.64,59.04,60.42,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0045,0.0054,0.0031,0.0131,0.6975,0.696,0.0015,-231,73.8,Pass,Pass,PA opportunity,False,0.6960486322188449,-0.08,0.616,-0.08,-160,Pass,Avoid / Overpriced,100,,fly_ball_slugger,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.9%, n=2448); opportunity:slot_2 (-3.0%, n=1492); opportunity:top_3 (-3.0%, n=4479)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,2.380952380952381,42.0,,Tanner Bibee,RHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-07-05,2026-07-05 00:00:00,miguel vargas,2.0,0.6960486322188449,0.6823874999999999,0.743,0.616,0.127,7,7,-0.013661132218845,1347.0,0.2225463994060876,0.1468663697104677,20.44112843355605,10.660950259836676,2.4485523385300665,87.73036377134372,33.46236080178174,23.38017817371938,32.06570155902004,34.67988121752042,30.53444691907944,52.25122494432071,17.225983667409057,-0.811804008908686,-0.3475872308834447,-4.029725315515961,2.4485523385300665,20.44112843355605,10.678544914625093,7.4511507052709725,42.97030438010394,1.9203266518188569,4.339346696362286,38.09042316258352,10.342242019302152,0.4774684484038604,0.5725760950259837,65.18708240534522,23.331106161841127,6.345508537490721,16.247216035634743,4,Research Card,miguel vargas|cws|cle,2026-07-05 14:00:00-04:00,-15.282407033333334,2026-07-05T18:00:00Z,2026-07-05,LOCKED,Game has started; ROI Edge snapshot is frozen.,2026-07-05T14:15:16-04:00,4
Dillon Dingler,DET,TEX,2.0,DraftKings,-245,PropLine,False,-247.0,-245.0,2.0,8.0,2026-07-05T11:00:08,2026-07-05T14:30:07,4.5,148.0,0.298,0.566,0.397,0.274,0.22816385,0.330562,18.5183,SL,36.7,matched,132.0,8.0,1.0,matched,0.7374,0.6974,-0.0298,-0.04,308,0.5617,0.6149,-0.0532,1.0,-230,0.7101449275362319,-0.0127,Pass,Pass,0.6939,-0.0035,-227,-0.0162,Pass,Pass,PA Context Blend,0.2404,0.2407,0.6848,-0.0126,-217,0.7101,-0.0254,Pass,Pass,0.7524,0.055,0.0423,-304,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.4184,-0.532,0.8286,False,0.7016,0.6764,0.7101,-0.0337,-209,Pass,Pass,62.32,71.27663139329806,70.5125,49.25,60.158115295031045,64.5968,54.65,0.0055,-0.0306734959349592,Constructive,Fair,Avoid/Fade,615,0.6390243902439025,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2438, 0.2436, 0.2428], ""4"": [0.2438, 0.2436, 0.2428, 0.2414], ""5"": [0.2438, 0.2436, 0.2428, 0.2414, 0.2412], ""6"": [0.2438, 0.2436, 0.2428, 0.2414, 0.2412, 0.2412]}","{""3"": 0.5669, ""4"": 0.6715, ""5"": 0.7507, ""6"": 0.8108}",0.2438,0.2412,0.7261,0.7101,0.0159,-265,Pass,Pass,True,False,balanced PA path,0.7021,70+,0.024,0.0025,-0.08,0.6186,-0.0363,-0.0026,13.46,145,False,3,True,True,True,better PA path than blended model; passes path filter,0.7017,0.6955,0.0089,60.61,61.36,63.26,71.6,57.8,48.67,61.42,63.68,Improving Contact,Cold Offense,Contact Vulnerable,Contact Edge,0.0055,0.0087,0.005,0.0191,0.7147,0.7101,0.0046,-251,75.0,Pass,Pass,PA opportunity,False,0.7101449275362319,-0.08,0.6301,-0.08,-170,Pass,Avoid / Overpriced,100,,star_power_bat,high_xba_allowed_pitcher,,"market_pricing:-241_or_shorter (-4.0%, n=2422); opportunity:slot_2 (-3.0%, n=1492); opportunity:top_3 (-3.0%, n=4479)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,2.731707317073171,41.0,,Kumar Rocker,RHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-07-05,2026-07-05,dillon dingler,2.0,0.7101449275362319,0.6969749999999999,0.7524,0.6301,0.1222999999999999,8,7,-0.013169927536232,556.0,0.3293525179856115,0.1463741007194244,25.22122302158273,4.6652877697841735,2.533992805755396,89.96870503597123,46.07553956834532,29.9931654676259,37.48309352517986,25.461151079136688,26.546223021582733,55.76870503597122,17.70071942446043,-0.0251798561151079,-0.168705035971223,1.6282374100719423,2.549640287769784,25.22122302158273,4.680935251798561,7.934712230215827,34.22482014388489,5.596798561151079,3.812230215827338,41.401978417266186,7.6,0.6059892086330935,0.8385071942446043,66.06115107913669,29.68705035971223,6.5836330935251794,12.156474820143885,1,Research Card,dillon dingler|det|tex,2026-07-05 15:30:00-04:00,44.408284,2026-07-05T19:30:00Z,2026-07-05,LOCKED,Locked 44 minutes before first pitch; later refreshes will not replace this rank.,2026-07-05T14:46:07.136100-04:00,1
Miguel Vargas,CWS,CLE,2.0,DraftKings,-229,PropLine,False,-240.0,-229.0,11.0,8.0,2026-07-05T11:00:08,2026-07-05T14:30:07,4.5,181.0,0.269,0.539,0.406,0.236,0.0826836336336336,0.2652442442442442,18.248348348348348,FF,26.6,matched,178.0,12.0,1.0,matched,0.6947,0.688,-0.0328,-0.0067,342,0.617,0.6237,-0.0067,1.0,-221,0.6960486322188449,-0.008,Pass,Pass,0.674,-0.014,-207,-0.0221,Pass,Pass,PA Context Blend,0.2318,0.2321,0.669,-0.019,-202,0.696,-0.0271,Pass,Pass,0.743,0.055,0.047,-289,Lean,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.4031,-0.067,-0.2571,False,0.688,0.6614,0.696,-0.0346,-195,Pass,Pass,60.44,71.04662698412699,70.5125,49.3625,55.11917173252281,62.080025,49.7,0.0041,-0.0306734959349592,Constructive,Fair,Avoid/Fade,615,0.6390243902439025,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.234, 0.2339, 0.2335], ""4"": [0.234, 0.2339, 0.2335, 0.2326], ""5"": [0.234, 0.2339, 0.2335, 0.2326, 0.2325], ""6"": [0.234, 0.2339, 0.2335, 0.2326, 0.2325, 0.2325]}","{""3"": 0.5502, ""4"": 0.6548, ""5"": 0.7351, ""6"": 0.7967}",0.2341,0.2325,0.7102,0.696,0.0142,-245,Pass,Pass,True,False,balanced PA path,0.6882,67.5-69.9,0.022,0.0038,0.045,0.6186,0.0757,-0.0016,17.22,98,False,10,False,True,True,better PA path than blended model; passes path filter,0.6875,0.6844,0.0,60.39,70.66,45.89,71.6,56.45,48.64,59.04,60.42,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0045,0.0054,0.0031,0.0131,0.6975,0.696,0.0015,-231,73.8,Pass,Pass,PA opportunity,False,0.6960486322188449,-0.08,0.616,-0.08,-160,Pass,Avoid / Overpriced,100,,fly_ball_slugger,average_k_pitcher,,"market_pricing:-201_to_-240 (-3.9%, n=2448); opportunity:slot_2 (-3.0%, n=1492); opportunity:top_3 (-3.0%, n=4479)",market has historically overpriced similar buckets,14,False,,False,,False,Covered,True,confirmed,MLB Starting Lineups Page,2.380952380952381,42.0,,Tanner Bibee,RHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-07-05,2026-07-05,miguel vargas,2.0,0.6960486322188449,0.6823874999999999,0.743,0.616,0.127,7,7,-0.013661132218845,1347.0,0.2225463994060876,0.1468663697104677,20.44112843355605,10.660950259836676,2.4485523385300665,87.73036377134372,33.46236080178174,23.38017817371938,32.06570155902004,34.67988121752042,30.53444691907944,52.25122494432071,17.225983667409057,-0.811804008908686,-0.3475872308834447,-4.029725315515961,2.4485523385300665,20.44112843355605,10.678544914625093,7.4511507052709725,42.97030438010394,1.9203266518188569,4.339346696362286,38.09042316258352,10.342242019302152,0.4774684484038604,0.5725760950259837,65.18708240534522,23.331106161841127,6.345508537490721,16.247216035634743,5,Research Card,miguel vargas|cws|cle,2026-07-05 14:00:00-04:00,-45.591716,2026-07-05T18:00:00Z,2026-07-05,LOCKED,Locked because the game already reached/passed first pitch; later refreshes will not replace this rank.,2026-07-05T14:46:07.136100-04:00,5
