player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
Sam Antonacci,CWS,NYY,1.18,DraftKings,-160,Action Network,True,-158.0,-160.0,-2.0,12.0,2026-06-18T11:00:06,2026-06-18T17:00:06,4.6,96.0,0.327,0.488,0.403,0.251,0.3069718318695106,0.3548632371392722,14.13099121706399,FF,29.0,matched,91.0,4.0,0.8388888888888888,matched,0.7158,0.7152,-0.0314,-0.0006,212,0.6226,0.6232,-0.0006,1.0,-251,0.6153846153846154,0.0998,B+,Lineup Wait,0.6927,-0.0225,-225,0.0773,B+,Lineup Wait,PA Context Blend,0.2389,0.2455,0.6952,-0.02,-228,0.6154,0.0798,B+,Lineup Wait,0.7702,0.055,0.1548,-335,A,Strong/Locked,,New,Upgrade,5,1.0,0.9177,-0.006,0.1714,False,0.7126,0.6697,0.6154,0.0543,-203,B,Playable,71.08,63.76613756613757,62.704166666666666,75.73125,80.8868646978022,61.341425,90.64,0.0121,-0.055,Prime,Deep Value,Watch,23,0.3478260869565217,False,PA Path Alpha,1.18,4.6,"{""3"": 0.0051, ""4"": 0.3296, ""5"": 0.5197, ""6"": 0.1456}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2405, 0.2409, 0.2423], ""4"": [0.2405, 0.2409, 0.2423, 0.245], ""5"": [0.2405, 0.2409, 0.2423, 0.245, 0.2454], ""6"": [0.2405, 0.2409, 0.2423, 0.245, 0.2454, 0.2454]}","{""3"": 0.5631, ""4"": 0.6702, ""5"": 0.7511, ""6"": 0.8122}",0.2404,0.2454,0.7324,0.6154,0.117,-274,A,Lineup Wait,True,False,market mispricing,0.7127,70+,0.0197,0.1158,0.102,0.6653,0.092,0.005,37.34,10,True,1,True,True,True,cheaper than similar-probability peers; better PA path than blended model; passes path filter,0.7102,0.6992,0.0233,58.93,71.88,52.74,69.56,53.9,75.91,62.54,61.65,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0027,0.0066,0.0059,0.0152,0.7144,0.6154,0.099,-250,67.2,B+,Lineup/Price Watch,relative price; PA opportunity,False,0.6153846153846154,-0.08,0.5354,-0.08,-115,Pass,Avoid / Overpriced,88,,star_power_bat,average_k_pitcher,,"market_pricing:-146_to_-170 (-4.0%, n=1141); opportunity:top_3 (-3.0%, n=2778); opportunity:top_4 (-3.0%, n=3870)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),False,Lineup Wait,,1.181818181818182,22.0,tracked average pending lineup,Ryan Weathers,LHP,5.0,,,,2026-06-18 00:00:00,sam antonacci,1.18,0.6153846153846154,0.6906500000000001,0.7702,0.5354,0.2348,7,7,0.07526538461538468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Research Card,sam antonacci|cws|nyy,2026-06-18 19:05:00-04:00,116.2439333,2026-06-18T23:05:00.000Z,2026-06-18,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-06-18T17:08:45-04:00,1
