player,team,opponent,batting_order,sportsbook,odds,odds_source,odds_fallback_used,opening_odds,current_snapshot_odds,odds_movement,odds_snapshot_count,first_odds_seen_at,last_odds_seen_at,projected_pa,batter_pa,batter_xba,batter_est_slg,batter_est_woba,pitcher_xba_allowed,pitch_mix_matchup_score,pitch_mix_weighted_xba,pitch_mix_weighted_whiff,pitch_mix_primary_pitch,pitch_mix_primary_pitch_usage,pitch_mix_data_status,opponent_bullpen_pitches_3d,opponent_bullpen_appearances_3d,opponent_bullpen_fatigue_score,bullpen_fatigue_status,pre_team_trust_model_hit_probability,model_hit_probability,calibration_adjustment,team_trust_adjustment,team_trust_picks,team_trust_hit_rate,team_trust_avg_probability,team_trust_gap,team_trust_sample_weight,fair_odds,implied_probability,edge,grade,confidence,secondary_hit_probability,secondary_delta_vs_primary,secondary_fair_odds,secondary_edge,secondary_grade,secondary_confidence,third_model_name,third_starter_per_pa_hit_probability,third_bullpen_per_pa_hit_probability,third_hit_probability,third_delta_vs_primary,third_fair_odds,third_market_probability,third_edge,third_grade,third_confidence,markov_hit_probability,markov_adjustment,markov_edge,markov_fair_odds,markov_grade,markov_state,prev_markov_state,markov_transition,markov_signal,markov_sample,markov_state_hit_rate,player_process_score,team_regime_score,pitcher_vulnerability_score,markov_pick,edgestate_base_probability,edgestate_hit_probability,edgestate_market_probability,edgestate_edge,edgestate_fair_odds,edgestate_grade,edgestate_confidence,edgestate_factor_score,edgestate_quality_score,edgestate_opportunity_score,edgestate_value_score,edgestate_mean_reversion_score,edgestate_regime_score,edgestate_relative_value_score,edgestate_factor_adjustment,edgestate_bayesian_adjustment,edgestate_setup,edgestate_value_state,edgestate_signal,edgestate_sample,edgestate_bucket_hit_rate,edgestate_pick,pa_path_model_name,pa_path_lineup_slot,pa_path_projected_pa,pa_path_distribution,pa_path_starter_exposure,pa_path_per_pa_probabilities,pa_path_path_probabilities,pa_path_starter_per_pa,pa_path_bullpen_per_pa,pa_path_hit_probability,pa_path_market_probability,pa_path_edge,pa_path_fair_odds,pa_path_grade,pa_path_confidence,pa_path_pass_filter,pa_path_pick,pa_path_notes,pa_path_peer_probability,pa_path_probability_bucket,pa_path_probability_advantage,pa_path_odds_discount,pa_path_projected_pa_peer_delta,pa_path_5plus_weight,pa_path_5plus_peer_delta,pa_path_bullpen_advantage,pa_path_relative_value_score,pa_path_relative_rank,pa_path_relative_top10,pa_path_hitprob_rank,pa_path_hitprob_top5,pa_path_hitprob_top10,pa_path_roi_qualified,pa_path_relative_notes,swing_raw_baseline_probability,swing_bayesian_probability,swing_shrinkage,swing_contact_factor,swing_momentum_factor,swing_matchup_factor,swing_opportunity_factor,swing_regression_factor,swing_market_value_factor,swing_factor_score,swing_regime_confirmation_score,swing_player_regime,swing_team_regime,swing_pitcher_regime,swing_matchup_regime,swing_mean_reversion_adjustment,swing_regime_adjustment,swing_factor_adjustment,swing_total_adjustment,swing_hit_probability,swing_market_probability,swing_edge,swing_fair_odds,swing_confidence_score,swing_grade,swing_recommendation,swing_key_reason,swing_pick,bookbias_market_probability,bookbias_learned_bias,bookbias_model_probability,bookbias_edge,bookbias_fair_odds,bookbias_grade,bookbias_recommendation,bookbias_confidence,bookbias_signal_agreement,bookbias_hitter_archetype,bookbias_pitcher_profile,bookbias_top_positive_buckets,bookbias_top_negative_buckets,bookbias_key_reason,bookbias_bucket_count,bookbias_pick,dashboard_top5_rank,dashboard_top5_pick,trend_fit_rank,trend_fit_pick,market_coverage_status,confirmed_lineup,lineup_status,lineup_source,historical_avg_batting_order,historical_lineup_slot_sample,historical_lineup_slot_source,opposing_pitcher,opposing_pitcher_hand,original_batting_order,actual_batting_order,actual_projected_pa,actual_lineup_source,pick_date,player_key,lineup_slot,implied_probability_calc,model_prob_avg,model_prob_max,model_prob_min,model_prob_spread,agreement_63,agreement_66,avg_model_edge,hist_adv_total_pa,hist_adv_babip,hist_adv_iso,hist_adv_sopct,hist_adv_bbpct,hist_adv_hrpct,hist_adv_ev,hist_adv_hardhpct,hist_adv_ldpct,hist_adv_gbpct,hist_adv_fbpct,hist_adv_pullpct,hist_adv_centpct,hist_adv_oppopct,hist_adv_wpa,hist_adv_cwpa,hist_adv_re24,hist_ratio_hrpct,hist_ratio_sopct,hist_ratio_bbpct,hist_ratio_xbhpct,hist_ratio_x_per_hpct,hist_ratio_so_per_w,hist_ratio_ab_per_so,hist_ratio_ab_per_hr,hist_ratio_ab_per_rbi,hist_ratio_gb_per_fb,hist_ratio_go_per_ao,hist_ratio_ippct,hist_ratio_ldpct,hist_ratio_hr_per_fb,hist_ratio_if_per_fb,roi_edge_card_pick,roi_edge_card_role,roi_edge_key,game_start_local,minutes_to_game,commence_time,roi_edge_snapshot_date,roi_edge_lock_status,roi_edge_lock_reason,roi_edge_locked_at,roi_edge_locked_rank
Yordan Alvarez,HOU,NYY,2.0,DraftKings,-202,Action Network,True,-210,-202,8,11,2026-08-27T11:30:08,2026-08-27T17:00:13,4.5,194.0,0.348,0.716,0.485,,,,,,,missing player/pitcher pitch mix,133.0,7.0,1.0,matched,0.7849,0.7449,-0.0258,-0.04,758,0.5673,0.6109,-0.0436,1.0,-292,0.6688741721854304,0.076,B+,Strong,0.7308,-0.0141,-271,0.0619,B,Playable,PA Context Blend,0.2521,0.2545,0.7068,-0.0381,-241,0.6689,0.0379,Lean,Pass,0.7999,0.055,0.131,-400,A,Strong/Locked,,New,Upgrade,6,0.8333333333333334,3.4782,-0.436,0.0,True,0.741,0.7037,0.6689,0.0348,-237,Lean,Lean,78.65,100.0,70.5125,69.17500000000001,81.27522705771051,74.407325,68.95,0.0177,-0.055,Prime,Deep Value,Watch,68,0.5147058823529411,False,PA Path Alpha,2.0,4.5,"{""3"": 0.0155, ""4"": 0.366, ""5"": 0.5, ""6"": 0.1186}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2586, 0.2584, 0.2575], ""4"": [0.2586, 0.2584, 0.2575, 0.2558], ""5"": [0.2586, 0.2584, 0.2575, 0.2558, 0.2555], ""6"": [0.2586, 0.2584, 0.2575, 0.2558, 0.2555, 0.2555]}","{""3"": 0.5918, ""4"": 0.6962, ""5"": 0.7738, ""6"": 0.8316}",0.2587,0.2555,0.7495,0.6689,0.0806,-299,B+,Strong,True,True,market mispricing,0.7413,70+,0.0082,0.0241,0.0275,0.6186,0.0542,-0.0032,18.54,51,False,1,True,True,True,passes path filter,0.7377,0.7321,0.0,76.44,63.28,50.0,71.6,65.3,68.77,65.31,65.7,Strong / Locked In,Neutral Offense,Stable / Neutral,Neutral,0.0107,0.0107,0.008,0.0294,0.7615,0.6689,0.0926,-319,83.4,A+,Bet,contact profile; positive regression; relative price; PA opportunity,True,0.6688741721854304,-0.08,0.5889,-0.08,-143,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"market_pricing:-201_to_-240 (-4.0%, n=5161); opportunity:slot_2 (-3.0%, n=3391); opportunity:top_2 (-3.0%, n=6397)",market has historically overpriced similar buckets,14,False,3.0,True,1.0,True,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,2.111111111111111,72.0,,Gerrit Cole,RHP,2.0,2.0,4.5,https://www.mlb.com/starting-lineups/2026-08-27,2026-08-27 00:00:00,yordan alvarez,2.0,0.6688741721854304,0.72325,0.7999,0.5889,0.21100000000000008,7,7,0.05437582781456951,1330.0,0.309606015037594,0.2554488721804511,16.54466165413534,12.497593984962409,5.424285714285714,93.29165413533836,51.148421052631576,23.774511278195487,34.26699248120301,35.37015037593985,30.90375939849624,50.90097744360902,18.19526315789474,3.7943609022556393,2.8722556390977445,42.48413533834587,5.424285714285714,16.581954887218046,12.497593984962409,10.608872180451128,42.2187969924812,1.3314285714285714,5.195488721804511,16.580977443609022,5.534661654135339,0.5253684210526316,0.6551804511278195,63.86691729323308,23.70300751879699,13.468796992481202,10.477443609022556,1,Research Card,yordan alvarez|hou|nyy,2026-08-27 19:05:00-04:00,108.90495983333334,2026-08-27T23:05:00.000Z,2026-08-27,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-08-27T17:16:05-04:00,1
Drake Baldwin,ATL,LAD,1.0,DraftKings,-191,Action Network,True,-193,-191,2,11,2026-08-27T11:30:08,2026-08-27T17:00:13,4.54,196.0,0.294,0.552,0.398,0.254,0.1222966533466533,0.2864055944055944,19.7028971028971,FS,29.0,matched,166.0,9.0,1.0,matched,0.7265,0.6921,-0.0306,-0.0344,654,0.578,0.6124,-0.0344,1.0,-225,0.6563573883161512,0.0357,Lean,Pass,0.6946,0.0025,-227,0.0383,Lean,Pass,PA Context Blend,0.2392,0.2395,0.6859,-0.0062,-218,0.6564,0.0295,Pass,Pass,0.7471,0.055,0.0907,-295,B+,Strong/Locked,,New,Upgrade,6,0.8333333333333334,1.6361,-0.344,0.2571,True,0.6993,0.6537,0.6564,-0.0027,-189,Pass,Pass,67.59,74.54166666666666,71.90416666666667,62.1375,65.723856314433,64.41995,65.66,0.0094,-0.055,Strong,Value,Avoid/Fade,338,0.5650887573964497,False,PA Path Alpha,1.0,4.54,"{""3"": 0.0256, ""4"": 0.3753, ""5"": 0.4881, ""6"": 0.111}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2423, 0.2422, 0.2415], ""4"": [0.2423, 0.2422, 0.2415, 0.2402], ""5"": [0.2423, 0.2422, 0.2415, 0.2402, 0.24], ""6"": [0.2423, 0.2422, 0.2415, 0.2402, 0.24, 0.24]}","{""3"": 0.5645, ""4"": 0.6691, ""5"": 0.7485, ""6"": 0.8088}",0.2424,0.24,0.7207,0.6564,0.0643,-258,B,Playable,True,True,balanced PA path,0.6999,67.5-69.9,0.0208,0.0264,0.06,0.5991,0.038,-0.0024,21.65,40,False,4,True,True,True,better PA path than blended model; passes path filter,0.6972,0.6936,0.0,62.53,65.12,54.11,74.62,57.1,61.37,62.14,63.06,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.005,0.0081,0.0056,0.0186,0.7122,0.6564,0.0558,-247,82.7,B+,Watch,PA opportunity,False,0.6563573883161512,-0.08,0.5764,-0.08,-136,Pass,Avoid / Overpriced,100,,star_power_bat,average_k_pitcher,,"market_pricing:-171_to_-200 (-4.0%, n=4563); opportunity:slot_1 (-3.0%, n=3006); opportunity:top_2 (-3.0%, n=6397)",market has historically overpriced similar buckets,13,False,,False,,False,Covered (Action Network fallback),True,confirmed,MLB Starting Lineups Page,1.7962962962962965,54.0,,Yoshinobu Yamamoto,RHP,1.0,1.0,4.54,https://www.mlb.com/starting-lineups/2026-08-27,2026-08-27 00:00:00,drake baldwin,1.0,0.6563573883161512,0.6853374999999999,0.7471,0.5764,0.17069999999999996,7,6,0.02898011168384873,446.0,0.289,0.195,15.2,8.5,4.3,91.7,49.6,23.1,48.7,24.9,30.6,51.6,17.8,0.9,0.0,26.41,4.3,15.3,8.5,8.7,35.0,1.79,6.0,21.3,5.1,0.95,1.46,71.0,23.0,11.8,7.0,3,Research Card,drake baldwin|atl|lad,2026-08-27 19:15:00-04:00,118.90495983333334,2026-08-27T23:15:00.000Z,2026-08-27,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-08-27T17:16:05-04:00,3
Ronald Acuna,ATL,LAD,1.39,DraftKings,-181,Action Network,True,-193,-181,12,11,2026-08-27T11:30:08,2026-08-27T17:00:13,4.57,152.0,0.267,0.485,0.38,0.254,-0.0687666666666667,0.2206296296296296,27.533333333333324,FS,29.0,matched,166.0,9.0,1.0,matched,0.6977,0.6633,-0.0326,-0.0344,654,0.578,0.6124,-0.0344,1.0,-197,0.6441281138790036,0.0192,Pass,Pass,0.6758,0.0125,-208,0.0317,Lean,Pass,PA Context Blend,0.2322,0.2318,0.6751,0.0118,-208,0.6441,0.031,Lean,Pass,0.5983,-0.065,-0.0458,-149,Pass,Improving,,New,Downgrade,161,0.6149068322981367,0.8161,-0.344,0.2571,False,0.6601,0.6222,0.6441,-0.0219,-165,Pass,Pass,56.25,62.24193121693122,62.054166666666674,52.25625,54.90786397432638,49.887425,56.05,0.0009,-0.0388661624203822,Constructive,Fair,Avoid/Fade,1256,0.6281847133757962,False,PA Path Alpha,1.39,4.57,"{""3"": 0.0051, ""4"": 0.3414, ""5"": 0.5155, ""6"": 0.138}","{""PA1"": 0.98, ""PA2"": 0.9, ""PA3"": 0.62}","{""3"": [0.2337, 0.2335, 0.2331], ""4"": [0.2337, 0.2335, 0.2331, 0.2322], ""5"": [0.2337, 0.2335, 0.2331, 0.2322, 0.232], ""6"": [0.2337, 0.2335, 0.2331, 0.2322, 0.232, 0.232]}","{""3"": 0.5495, ""4"": 0.6541, ""5"": 0.7344, ""6"": 0.796}",0.2337,0.232,0.7145,0.6441,0.0704,-250,B+,Lineup Wait,True,False,market mispricing,0.6597,65-67.4,0.0548,0.0427,0.1373,0.6535,0.1555,-0.0017,28.34,18,False,7,False,True,True,cheaper than similar-probability peers; better PA path than blended model; passes path filter,0.6615,0.6587,0.0078,56.63,17.12,54.11,68.49,53.75,53.76,50.08,51.18,Improving Contact,Neutral Offense,Stable / Neutral,Neutral,0.0026,-0.0038,-0.0038,-0.005,0.6537,0.6441,0.0096,-189,54.2,Pass,Pass,PA opportunity,False,0.6441281138790036,-0.08,0.5641,-0.08,-129,Pass,Avoid / Overpriced,88,,fly_ball_slugger,average_k_pitcher,,"market_pricing:-171_to_-200 (-4.0%, n=4563); opportunity:slot_1 (-3.0%, n=3006); opportunity:top_2 (-3.0%, n=6397)",market has historically overpriced similar buckets,14,False,,False,,False,Covered (Action Network fallback),False,Lineup Wait,,1.391304347826087,46.0,tracked average pending lineup,Yoshinobu Yamamoto,RHP,5.0,,,,2026-08-27 00:00:00,ronald acuna,1.39,0.6441281138790036,0.645875,0.7145,0.5641,0.15039999999999998,5,4,0.0017468861209963826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Research Card,ronald acuna|atl|lad,2026-08-27 19:15:00-04:00,118.90495983333334,2026-08-27T23:15:00.000Z,2026-08-27,LOCKED,Inside 120-minute lock window; ROI Edge snapshot is frozen.,2026-08-27T17:16:05-04:00,5
