player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
Ben Rice,NYY,AZ,Brandon Pfaadt,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ben Rice is confirmed in today's lineup at slot #1.,1.0,4.62,0.7179,0.7019,0.6916,0.7306,-289,-289.0,-289.0,96.0,25,0.76,0.6587308888193844,-193,0.16666666666666666,0.8,3.44,7,0.7142857142857143,strong,91.59121770161795,1,True,1
Junior Caminero,TB,BOS,Brayan Bello,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Junior Caminero is confirmed in today's lineup at slot #3.,3.0,4.3,0.7168,0.6731,0.6657,0.6773,-259,-259.0,-259.0,90.0,22,0.7272727272727273,0.6286189084210948,-169,0.21428571428571427,0.7857142857142857,3.6818181818181817,0,,strong,83.12063369925235,2,True,2
Ernie Clement,TOR,TEX,Cal Quantrill,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.25,4.36,0.6473,0.6445,0.6567,0.6751,-213,-213.0,-213.0,38.0,20,0.75,0.6366575901974132,-175,0.23076923076923078,0.8076923076923077,2.8,0,,strong,82.5102820966644,3,True,3
Jonathan Aranda,TB,BOS,Brayan Bello,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jonathan Aranda is confirmed in today's lineup at slot #2.,2.0,4.42,0.7087,0.6724,0.6687,0.6998,-199,-199.0,-199.0,41.0,18,0.7222222222222222,0.6124347628772407,-158,0.3333333333333333,0.8148148148148148,3.5,0,,strong,81.29602443587223,4,True,4
James Wood,WSH,STL,Michael McGreevy,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: James Wood is confirmed in today's lineup at slot #1.,1.0,4.62,0.699,0.7042,0.6874,0.7276,-200,-200.0,-200.0,58.0,21,0.6666666666666666,0.5870619056459764,-142,0.19230769230769232,0.7307692307692307,3.5714285714285716,21,0.6666666666666666,strong,81.19239117914896,5,True,5
Cody Bellinger,NYY,AZ,Brandon Pfaadt,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Cody Bellinger is confirmed in today's lineup at slot #2.,2.0,4.5,0.6799,0.678,0.6784,0.7178,-286,-286.0,-286.0,147.0,23,0.6521739130434783,0.5820869396090634,-139,0.11538461538461539,0.6923076923076923,3.347826086956522,0,,strong,81.11954072930382,6,False,
Randy Arozarena,SEA,COL,Jose Quintana,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Randy Arozarena is confirmed in today's lineup at slot #2.,2.0,4.5,0.6683,0.6583,0.6662,0.7046,-294,-294.0,-294.0,155.0,23,0.6521739130434783,0.5820869396090634,-139,0.14814814814814814,0.7037037037037037,3.3043478260869565,0,,strong,80.43903018799328,7,False,
Pete Crow-Armstrong,CHC,CIN,Nick Lodolo,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Pete Crow-Armstrong is confirmed in today's lineup at slot #1.,1.0,4.62,0.6621,0.6547,0.663,0.7,-294,-294.0,-294.0,159.0,20,0.65,0.5741575901974132,-135,0.13043478260869565,0.6956521739130435,3.5,13,0.6923076923076923,strong,79.89544725971069,8,False,
Alex Bregman,CHC,CIN,Nick Lodolo,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alex Bregman is confirmed in today's lineup at slot #2.,2.0,4.5,0.6773,0.6593,0.6652,0.7043,-288,-288.0,-288.0,134.0,15,0.7333333333333333,0.6064089957895268,-154,0.34782608695652173,0.8260869565217391,3.4,0,,strong,79.47936914417008,9,False,
Nathan Lukes,TOR,TEX,Cal Quantrill,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Nathan Lukes is confirmed in today's lineup at slot #5.,5.0,4.15,0.6119,0.6161,0.629,0.6515,-196,-196.0,-196.0,-6.0,8,1.0,0.6686521443158611,-202,0.4666666666666667,1.0,3.25,1,1.0,usable,79.3580144315861,10,False,
