player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
Andy Pages,LAD,COL,Kyle Freeland,True,confirmed,MLB Stats API,LOCKED,LOCKED: Andy Pages is confirmed in today's lineup at slot #2.,2.0,4.42,0.682,0.6786,0.6759,0.7071,-355,-355,-355,207,17,0.7058823529411765,0.5966178921712327,-148,0.0,0.7058823529411765,3.3529411764705883,0,,strong,81.93427245264486,1,True,1
James Wood,WSH,HOU,Mike Burrows,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: James Wood is confirmed in today's lineup at slot #1.,1.0,4.54,0.6985,0.6898,0.6762,0.7126,-237,-237,-237,85,15,0.7333333333333333,0.6037747730728056,-152,0.16666666666666666,0.7777777777777778,3.533333333333333,15,0.7333333333333333,strong,80.73358145783483,2,True,2
Junior Caminero,TB,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Junior Caminero is confirmed in today's lineup at slot #3.,3.0,4.3,0.6339,0.646,0.6489,0.6594,-246,-246,-246,70,12,0.8333333333333334,0.6375799530402396,-176,0.2,0.8666666666666667,3.9166666666666665,0,,strong,79.41112167680046,3,True,3
Shohei Ohtani,LAD,COL,Kyle Freeland,True,confirmed,MLB Stats API,LOCKED,LOCKED: Shohei Ohtani is confirmed in today's lineup at slot #1.,1.0,4.54,0.6743,0.679,0.6737,0.708,-341,-341,-341,188,10,0.8,0.6046326760438978,-153,0.375,0.875,3.7,10,0.8,usable,78.50486760438979,4,True,4
Bobby Witt Jr.,KC,PHI,Cristopher Sánchez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Bobby Witt Jr. is confirmed in today's lineup at slot #2.,2.0,4.42,0.688,0.6784,0.6752,0.7069,-293,-293,-293,150,14,0.7142857142857143,0.5885353412679135,-143,0.17647058823529413,0.7647058823529411,3.2857142857142856,0,,strong,76.9068408917247,5,True,5
Jung Hoo Lee,SF,TOR,Kevin Gausman,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jung Hoo Lee is confirmed in today's lineup at slot #5.,5.0,4.07,0.6358,0.622,0.6335,0.6481,-259,-259,-259,75,7,1.0,0.6474694143666185,-184,0.2222222222222222,1.0,2.857142857142857,4,1.0,usable,76.67654143666185,6,False,
Ernie Clement,TOR,SF,Landen Roupp,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.16,4.26,0.5706,0.6191,0.6381,0.6566,-273,-273,-273,121,15,0.7333333333333333,0.6037747730728056,-152,0.11764705882352941,0.7647058823529411,2.6666666666666665,0,,strong,76.12045466044918,7,False,
Alec Burleson,STL,MIL,Shane Drohan,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.39,4.34,0.6444,0.6629,0.6589,0.6802,-240,-240,-240,97,14,0.7142857142857143,0.5885353412679135,-143,0.125,0.75,3.0,0,,strong,75.75399383290117,8,False,
Luis Arraez,SF,TOR,Kevin Gausman,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Luis Arraez is confirmed in today's lineup at slot #2.,2.0,4.42,0.6738,0.6573,0.669,0.6979,-337,-337,-337,206,15,0.6666666666666666,0.5667377360357686,-131,0.11764705882352941,0.7058823529411765,3.4,0,,strong,75.59491566262786,9,False,
Trea Turner,PHI,KC,Noah Cameron,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Trea Turner is confirmed in today's lineup at slot #1.,1.0,4.62,0.6404,0.6611,0.6706,0.7066,-342,-342,-342,220,14,0.6428571428571429,0.5500738028063751,-122,0.125,0.6875,3.4285714285714284,9,0.5555555555555556,strong,74.54683998674732,10,False,
Iván Herrera,STL,MIL,Shane Drohan,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Iván Herrera is confirmed in today's lineup at slot #2.,2.0,4.42,0.6198,0.6524,0.6595,0.6893,-221,-221,-221,87,13,0.6923076923076923,0.5720767549186301,-134,0.1875,0.75,3.3846153846153846,0,,strong,73.62493519797283,11,False,
Ben Rice,NYY,TB,Griffin Jax,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ben Rice is confirmed in today's lineup at slot #2.,2.0,4.5,0.7034,0.6969,0.6847,0.7263,-228,-228,-228,104,12,0.6666666666666666,0.5542466197069064,-124,0.2,0.7333333333333333,3.4166666666666665,3,0.3333333333333333,strong,72.37845501013379,12,False,
Juan Soto,NYM,ATL,Reynaldo López,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Juan Soto is confirmed in today's lineup at slot #2.,2.0,4.5,0.6638,0.671,0.6676,0.709,-249,-249,-249,122,10,0.7,0.5591781305893524,-127,0.375,0.8125,3.2,0,,usable,72.20841305893524,13,False,
Ketel Marte,AZ,SD,Walker Buehler,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.0,4.62,0.727,0.6913,0.6904,0.7274,-253,-253,-253,138,11,0.6363636363636364,0.5348660379550327,-115,0.3125,0.75,3.8181818181818183,11,0.6363636363636364,usable,71.76060379550327,14,False,
Alec Bohm,PHI,KC,Noah Cameron,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alec Bohm is confirmed in today's lineup at slot #4.,4.0,4.28,0.5942,0.624,0.6368,0.6554,-377,-377,-377,243,13,0.6923076923076923,0.5720767549186301,-134,0.1875,0.75,3.230769230769231,0,,strong,71.01773519797283,15,False,
Dylan Crews,WSH,HOU,Mike Burrows,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Dylan Crews is confirmed in today's lineup at slot #5.,5.0,4.07,0.591,0.6088,0.6181,0.6342,-245,-245,-245,104,9,0.7777777777777778,0.5858056606174168,-141,0.1,0.8,3.3333333333333335,0,,usable,70.95222576785149,16,False,
Brandon Marsh,PHI,KC,Noah Cameron,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Brandon Marsh is confirmed in today's lineup at slot #5.,5.0,4.15,0.6777,0.6629,0.6594,0.6835,-279,-279,-279,157,14,0.6428571428571429,0.5500738028063751,-122,0.06666666666666667,0.6666666666666666,2.5714285714285716,0,,strong,70.40277332008067,17,False,
Corbin Carroll,AZ,SD,Walker Buehler,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.0,4.5,0.6881,0.6649,0.6644,0.7046,-200,-200,-200,83,9,0.6666666666666666,0.5381866129983691,-117,0.4375,0.8125,3.5555555555555554,0,,usable,69.95086129983692,18,False,
Nathan Lukes,TOR,SF,Landen Roupp,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.68,4.54,0.5771,0.6338,0.6538,0.6926,-244,-244,-244,120,3,1.0,0.5534612581977167,-124,0.5,1.0,2.6666666666666665,1,1.0,thin,69.77732581977168,19,False,
Jackson Chourio,MIL,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jackson Chourio is confirmed in today's lineup at slot #2.,2.0,4.5,0.6505,0.663,0.6621,0.7027,-333,-333,-333,218,11,0.6363636363636364,0.5348660379550327,-115,0.3125,0.75,3.727272727272727,6,0.5,usable,69.44260379550327,20,False,
Cody Bellinger,NYY,TB,Griffin Jax,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Cody Bellinger is confirmed in today's lineup at slot #4.,4.0,4.28,0.6572,0.6641,0.6624,0.6827,-175,-175,-175,51,12,0.6666666666666666,0.5542466197069064,-124,0.2,0.7333333333333333,3.3333333333333335,0,,strong,69.12405501013379,21,False,
Carter Jensen,KC,PHI,Cristopher Sánchez,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.12,4.49,0.5658,0.6143,0.6326,0.6545,-163,-163,-163,266,15,0.5333333333333333,0.49266366196169453,103,0.0,0.5333333333333333,2.7333333333333334,3,0.6666666666666666,strong,68.43962590227927,22,False,
Jake Bauers,MIL,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jake Bauers is confirmed in today's lineup at slot #5.,5.0,4.15,0.6245,0.6335,0.635,0.6593,-188,-188,-188,64,12,0.6666666666666666,0.5542466197069064,-124,0.14285714285714285,0.7142857142857143,3.1666666666666665,0,,strong,68.23403596251475,23,False,
CJ Abrams,WSH,HOU,Mike Burrows,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: CJ Abrams is confirmed in today's lineup at slot #4.,4.0,4.2,0.6467,0.6451,0.6446,0.6578,-282,-282,-282,169,15,0.6,0.5297006989987315,-113,0.16666666666666666,0.6666666666666666,3.4,0,,strong,67.4934629393163,24,False,
William Contreras,MIL,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: William Contreras is confirmed in today's lineup at slot #4.,4.0,4.28,0.6649,0.6612,0.6617,0.6817,-308,-308,-308,191,9,0.6666666666666666,0.5381866129983691,-117,0.4,0.8,3.5555555555555554,0,,usable,66.84746129983691,25,False,
Kyle Schwarber,PHI,KC,Noah Cameron,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Kyle Schwarber is confirmed in today's lineup at slot #2.,2.0,4.5,0.6814,0.6809,0.6665,0.7094,-242,-242,-242,136,10,0.6,0.5137235851348069,-106,0.23076923076923078,0.6923076923076923,3.5,5,0.8,usable,66.67223543655761,26,False,
JJ Wetherholt,STL,MIL,Shane Drohan,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: JJ Wetherholt is confirmed in today's lineup at slot #1.,1.0,4.54,0.613,0.6533,0.6583,0.6919,-226,-226,-226,329,13,0.5384615384615384,0.49207675491863007,103,0.13333333333333333,0.6,3.6153846153846154,13,0.5384615384615384,strong,66.52666853130617,27,False,
Jonathan Aranda,TB,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jonathan Aranda is confirmed in today's lineup at slot #2.,2.0,4.42,0.6237,0.6447,0.6519,0.6826,-189,-189,-189,83,10,0.6,0.5137235851348069,-106,0.3333333333333333,0.7333333333333333,3.5,0,,usable,65.99009184681402,28,False,
Yordan Alvarez,HOU,WSH,Miles Mikolas,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Yordan Alvarez is confirmed in today's lineup at slot #2.,2.0,4.5,0.7578,0.7363,0.7103,0.753,-420,-420,-420,531,14,0.5,0.47315072588329815,111,0.125,0.5625,3.2142857142857144,0,,strong,65.98833229443963,29,False,
Geraldo Perdomo,AZ,SD,Walker Buehler,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.0,4.38,0.6555,0.6424,0.6527,0.671,-198,-198,-198,301,15,0.5333333333333333,0.49266366196169453,103,0.11764705882352941,0.5882352941176471,3.3333333333333335,0,,strong,65.9090847258087,30,False,
Casey Schmitt,SF,TOR,Kevin Gausman,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Casey Schmitt is confirmed in today's lineup at slot #3.,3.0,4.3,0.6717,0.6505,0.6509,0.662,-213,-213,-213,108,12,0.5833333333333334,0.5125799530402396,-105,0.29411764705882354,0.7058823529411765,3.1666666666666665,2,0.5,strong,65.67721883343573,31,False,
Fernando Tatis Jr.,SD,AZ,Brandon Pfaadt,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Fernando Tatis Jr. is confirmed in today's lineup at slot #1.,1.0,4.54,0.6392,0.6662,0.6737,0.7057,-295,-295,-295,399,11,0.5454545454545454,0.4913877770854675,104,0.3125,0.6875,3.272727272727273,8,0.75,usable,65.33417770854675,32,False,
Matt Olson,ATL,NYM,Freddy Peralta,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Matt Olson is confirmed in today's lineup at slot #3.,3.0,4.3,0.646,0.6621,0.6515,0.6653,-220,-220,-220,330,16,0.5,0.47506853117734826,110,0.058823529411764705,0.5294117647058824,3.375,0,,strong,65.26204223560936,33,False,
Yandy Díaz,TB,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Yandy Díaz is confirmed in today's lineup at slot #1.,1.0,4.54,0.6536,0.6655,0.6743,0.7065,-240,-240,-240,344,7,0.5714285714285714,0.4895746775245133,104,0.5,0.7857142857142857,3.142857142857143,2,0.5,usable,64.50781060959419,34,False,
Gabriel Moreno,AZ,SD,Walker Buehler,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.58,4.32,0.6594,0.6419,0.6464,0.6658,-211,-211,-211,105,10,0.6,0.5137235851348069,-106,0.23076923076923078,0.6923076923076923,3.2,0,,usable,64.2442354365576,35,False,
Nolan Arenado,AZ,SD,Walker Buehler,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.0,4.28,0.669,0.6453,0.6503,0.6702,-152,-152,-152,46,10,0.6,0.5137235851348069,-106,0.2857142857142857,0.7142857142857143,3.0,0,,usable,64.04321565633784,36,False,
Rafael Devers,SF,TOR,Kevin Gausman,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Rafael Devers is confirmed in today's lineup at slot #4.,4.0,4.2,0.5793,0.5975,0.614,0.6255,-186,-186,-186,81,14,0.5714285714285714,0.5116122643448366,-105,0.17647058823529413,0.6470588235294118,3.2857142857142856,0,,strong,64.03366261118171,37,False,
TJ Rumfield,COL,LAD,Eric Lauer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: TJ Rumfield is confirmed in today's lineup at slot #4.,4.0,4.28,0.6766,0.6533,0.654,0.6747,-179,-179,-179,282,13,0.5384615384615384,0.49207675491863007,103,0.1875,0.625,2.6923076923076925,0,,strong,62.75653519797283,38,False,
Cedric Mullins,TB,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Cedric Mullins is confirmed in today's lineup at slot #4.,4.0,4.2,0.4577,0.5526,0.5849,0.5942,-147,-147,-147,42,12,0.5833333333333334,0.5125799530402396,-105,0.14285714285714285,0.6428571428571429,3.25,0,,strong,62.40148358156237,39,False,
Taylor Trammell,HOU,WSH,Miles Mikolas,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.0,4.28,0.5942,0.6266,0.6335,0.6533,-140,-140,-140,32,4,0.75,0.5188699295603595,-108,0.3333333333333333,0.8333333333333334,3.0,0,,thin,62.15072628936928,40,False,
Curtis Mead,WSH,HOU,Mike Burrows,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Curtis Mead is confirmed in today's lineup at slot #3.,3.0,4.3,0.64,0.6467,0.6502,0.6602,-228,-228,-228,332,9,0.5555555555555556,0.4905675653793215,104,0.35714285714285715,0.7142857142857143,2.7777777777777777,0,,usable,61.82961368078929,41,False,
Christian Walker,HOU,WSH,Miles Mikolas,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Christian Walker is confirmed in today's lineup at slot #4.,4.0,4.28,0.6224,0.644,0.645,0.6662,-262,-262,-262,381,15,0.4666666666666667,0.4556266249246575,119,0.0625,0.5,3.2666666666666666,0,,strong,61.61112219857558,42,False,
Vladimir Guerrero,TOR,SF,Landen Roupp,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.53,4.44,0.6351,0.6618,0.67,0.6904,-267,-267,-267,379,12,0.5,0.470913286373573,112,0.2,0.6,3.25,0,,strong,61.16818834346713,43,False,
Bo Bichette,NYM,ATL,Reynaldo López,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Bo Bichette is confirmed in today's lineup at slot #3.,3.0,4.38,0.6473,0.6566,0.6642,0.6833,-287,-287,-287,415,16,0.4375,0.43935424546306256,128,0.1111111111111111,0.5,3.3125,0,,strong,61.06046203019386,44,False,
Heliot Ramos,SF,TOR,Kevin Gausman,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Heliot Ramos is confirmed in today's lineup at slot #1.,1.0,4.54,0.6858,0.6683,0.6721,0.7056,-242,-242,-242,364,2,0.5,0.4501370623546966,122,0.0,0.5,2.5,0,,thin,60.92296594157948,45,False,
Willi Castro,COL,LAD,Eric Lauer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Willi Castro is confirmed in today's lineup at slot #1.,1.0,4.62,0.6293,0.6405,0.6534,0.6899,-212,-212,-212,335,11,0.45454545454545453,0.44790951621590225,123,0.3125,0.625,2.727272727272727,3,0.6666666666666666,usable,60.64255162159023,46,False,
Gavin Sheets,SD,AZ,Brandon Pfaadt,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Gavin Sheets is confirmed in today's lineup at slot #4.,4.0,4.2,0.5797,0.6201,0.6281,0.6407,-194,-194,-194,298,11,0.5454545454545454,0.4913877770854675,104,0.26666666666666666,0.6666666666666666,3.0,0,,usable,60.31184437521342,47,False,
Jordan Walker,STL,MIL,Shane Drohan,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jordan Walker is confirmed in today's lineup at slot #3.,3.0,4.3,0.6368,0.6564,0.6527,0.6645,-258,-258,-258,370,12,0.5,0.470913286373573,112,0.25,0.625,3.0833333333333335,0,,strong,60.282928637357294,48,False,
Jonny DeLuca,TB,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jonny DeLuca is confirmed in today's lineup at slot #5.,5.0,4.07,0.5707,0.6018,0.618,0.6328,-177,-177,-177,281,7,0.5714285714285714,0.4895746775245133,104,0.0,0.5714285714285714,2.7142857142857144,0,,usable,60.18552745856115,49,False,
Paul Goldschmidt,NYY,TB,Griffin Jax,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Paul Goldschmidt is confirmed in today's lineup at slot #3.,3.0,4.38,0.6511,0.6695,0.6672,0.6887,-192,-192,-192,306,10,0.5,0.46826903968026146,114,0.2857142857142857,0.6428571428571429,2.7,2,1.0,usable,59.868675396597574,50,False,
Trent Grisham,NYY,TB,Griffin Jax,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Trent Grisham is confirmed in today's lineup at slot #1.,1.0,4.62,0.6283,0.66,0.6627,0.7005,-176,-176,-176,302,9,0.4444444444444444,0.4429485177602739,126,0.35714285714285715,0.6428571428571429,3.5555555555555554,7,0.42857142857142855,usable,59.413023204598815,51,False,
Christian Yelich,MIL,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Christian Yelich is confirmed in today's lineup at slot #1.,1.0,4.62,0.6415,0.659,0.6653,0.7022,-240,-240,-240,366,9,0.4444444444444444,0.4429485177602739,126,0.3076923076923077,0.6153846153846154,3.6666666666666665,4,0.5,usable,59.29669792987354,52,False,
Hunter Goodman,COL,LAD,Eric Lauer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Hunter Goodman is confirmed in today's lineup at slot #3.,3.0,4.38,0.632,0.6333,0.6388,0.66,-223,-223,-223,344,13,0.46153846153846156,0.4520767549186301,121,0.23529411764705882,0.5882352941176471,3.1538461538461537,0,,strong,58.94167549186301,53,False,
Isaac Paredes,HOU,WSH,Miles Mikolas,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Isaac Paredes is confirmed in today's lineup at slot #3.,3.0,4.38,0.596,0.6339,0.6464,0.6652,-238,-238,-238,359,13,0.46153846153846156,0.4520767549186301,121,0.1875,0.5625,2.923076923076923,0,,strong,58.83933519797283,54,False,
Carson Benge,NYM,ATL,Reynaldo López,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Carson Benge is confirmed in today's lineup at slot #5.,5.0,4.15,0.5994,0.6203,0.6301,0.653,-201,-201,-201,312,14,0.5,0.47315072588329815,111,0.2222222222222222,0.6111111111111112,3.5,14,0.5,strong,58.46898369944092,55,False,
