as_of,two_pick_lead_weight,two_pick_support_weight,three_pick_lead_weight,three_pick_support1_weight,three_pick_support2_weight,price_trap_low_exclusive,price_trap_high_inclusive,price_trap_multiplier,minimum_tracked_stake,rank_hierarchy_required,baseline_picks,baseline_days,baseline_stake,baseline_profit,baseline_roi,baseline_initial_bankroll,baseline_ending_bankroll,baseline_return_on_initial_bankroll,baseline_max_drawdown,baseline_worst_day,sol_picks,sol_days,sol_stake,sol_profit,sol_roi,sol_initial_bankroll,sol_ending_bankroll,sol_return_on_initial_bankroll,sol_max_drawdown,sol_worst_day
2026-08-03,0.55,0.45,0.45,0.33,0.22,-200,-175,0.25,21.0,True,110,54,4740.0,512.0383894933591,0.10802497668636268,100.0,612.0383894933591,5.120383894933591,-158.9946127948715,-65.31007751937985,110,54,4069.0,518.307264920265,0.12737951951837428,100.0,618.307264920265,5.18307264920265,-153.688568024139,-45.0
