player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
Andy Pages,LAD,AZ,Brandon Pfaadt,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Andy Pages is confirmed in today's lineup at slot #2.,2.0,4.5,0.6654,0.6742,0.676,0.7158,-260,-260.0,-260.0,112.0,17,0.7058823529411765,0.5966178921712327,-148,0.0,0.7058823529411765,3.3529411764705883,0,,strong,82.13507245264488,1,True,1
Junior Caminero,TB,SEA,George Kirby,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.98,4.38,0.6435,0.6575,0.6587,0.6797,-226,-226.0,-226.0,50.0,12,0.8333333333333334,0.6375799530402396,-176,0.2,0.8666666666666667,3.9166666666666665,0,,strong,79.94232167680046,2,True,2
Spencer Horwitz,PIT,NYM,Robert Stock,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Spencer Horwitz is confirmed in today's lineup at slot #4.,4.0,4.2,0.5719,0.6055,0.6214,0.6317,-198,-198.0,-198.0,34.0,11,0.8181818181818182,0.6218225596941631,-164,0.3125,0.875,3.1818181818181817,5,0.8,usable,75.34505596941631,3,True,3
Cole Young,SEA,TB,Griffin Jax,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Cole Young is confirmed in today's lineup at slot #2.,2.0,4.42,0.6474,0.6524,0.6583,0.6887,-188,-188.0,-188.0,57.0,15,0.6666666666666666,0.5667377360357686,-131,0.11764705882352941,0.7058823529411765,3.0,1,1.0,strong,75.27811566262785,4,True,4
Alec Burleson,STL,COL,Kyle Freeland,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alec Burleson is confirmed in today's lineup at slot #4.,4.0,4.2,0.6637,0.6642,0.6549,0.6698,-272,-272.0,-272.0,129.0,14,0.7142857142857143,0.5885353412679135,-143,0.125,0.75,3.0,0,,strong,74.79759383290117,5,True,5
Munetaka Murakami,CWS,CLE,Gavin Williams,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Munetaka Murakami is confirmed in today's lineup at slot #2.,2.0,4.42,0.6339,0.6466,0.642,0.676,-117,-117.0,-117.0,-5.0,14,0.6428571428571429,0.5500738028063751,-122,0.06666666666666667,0.6666666666666666,3.2857142857142856,0,,strong,73.62717332008067,6,False,
Dylan Crews,WSH,CIN,Chase Burns,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Dylan Crews is confirmed in today's lineup at slot #3.,3.0,4.3,0.5703,0.6181,0.6319,0.641,-164,,-164.0,23.0,9,0.7777777777777778,0.5858056606174168,-141,0.1,0.8,3.3333333333333335,0,,usable,73.4538257678515,7,False,
Alex Bregman,CHC,KC,Seth Lugo,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alex Bregman is confirmed in today's lineup at slot #4.,4.0,4.28,0.6388,0.6445,0.6493,0.669,-267,-267.0,-267.0,126.0,9,0.7777777777777778,0.5858056606174168,-141,0.47058823529411764,0.8823529411764706,3.4444444444444446,0,,usable,72.11969547350638,8,False,
Jose Ramirez,CLE,CWS,Anthony Kay,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.06,4.49,0.6786,0.6819,0.6779,0.7012,-257,-257.0,-257.0,133.0,12,0.6666666666666666,0.5542466197069064,-124,0.25,0.75,3.5,0,,strong,72.06986197069064,9,False,
CJ Abrams,WSH,CIN,Chase Burns,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: CJ Abrams is confirmed in today's lineup at slot #1.,1.0,4.54,0.6368,0.6638,0.6674,0.7012,-198,-198.0,-198.0,85.0,15,0.6,0.5297006989987315,-113,0.16666666666666666,0.6666666666666666,3.4,0,,strong,71.4746629393163,10,False,
