player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
Andy Pages,LAD,SEA,Emerson Hancock,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Andy Pages is confirmed in today's lineup at slot #2.,2.0,4.42,0.6597,0.6645,0.6675,0.6984,-233,-233,-233,85,17,0.7058823529411765,0.5966178921712327,-148,0.0,0.7058823529411765,3.3529411764705883,0,,strong,81.66667245264486,1,True,1
James Wood,WSH,TOR,Trey Yesavage,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: James Wood is confirmed in today's lineup at slot #1.,1.0,4.54,0.6573,0.6796,0.6701,0.7064,-211,-211,-211,59,15,0.7333333333333333,0.6037747730728056,-152,0.16666666666666666,0.7777777777777778,3.533333333333333,15,0.7333333333333333,strong,80.23918145783483,2,True,2
Junior Caminero,TB,TEX,MacKenzie Gore,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Junior Caminero is confirmed in today's lineup at slot #3.,3.0,4.3,0.6457,0.6525,0.653,0.6638,-256,-256,-256,80,12,0.8333333333333334,0.6375799530402396,-176,0.2,0.8666666666666667,3.9166666666666665,0,,strong,79.55272167680047,3,True,3
Shohei Ohtani,LAD,SEA,Emerson Hancock,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Shohei Ohtani is confirmed in today's lineup at slot #1.,1.0,4.54,0.6507,0.6647,0.6652,0.6993,-290,-290,-290,137,10,0.8,0.6046326760438978,-153,0.375,0.875,3.7,10,0.8,usable,78.2216676043898,4,True,4
Cole Young,SEA,LAD,Eric Lauer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Cole Young is confirmed in today's lineup at slot #1.,1.0,4.62,0.6694,0.6727,0.6771,0.7139,-219,-219,-219,88,15,0.6666666666666666,0.5667377360357686,-131,0.11764705882352941,0.7058823529411765,3.0,1,1.0,strong,77.34211566262785,5,False,
Pete Crow-Armstrong,CHC,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Pete Crow-Armstrong is confirmed in today's lineup at slot #1.,1.0,4.62,0.6562,0.659,0.6657,0.7028,-266,-266,-266,135,15,0.6666666666666666,0.5667377360357686,-131,0.11764705882352941,0.7058823529411765,3.533333333333333,8,0.75,strong,77.18371566262785,6,True,5
Luis Arraez,SF,MIL,Thomas Pannone,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Luis Arraez is confirmed in today's lineup at slot #1.,1.0,4.54,0.6705,0.6666,0.6787,0.7099,-344,-344,-344,213,15,0.6666666666666666,0.5667377360357686,-131,0.11764705882352941,0.7058823529411765,3.4,0,,strong,76.95531566262785,7,False,
Jung Hoo Lee,SF,MIL,Thomas Pannone,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jung Hoo Lee is confirmed in today's lineup at slot #5.,5.0,4.07,0.6222,0.6211,0.6329,0.6475,-239,-239,-239,55,7,1.0,0.6474694143666185,-184,0.2222222222222222,1.0,2.857142857142857,4,1.0,usable,76.51334143666186,8,False,
Willson Contreras,BOS,ATH,Jacob Lopez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Willson Contreras is confirmed in today's lineup at slot #4.,4.0,4.28,0.6149,0.6372,0.6385,0.6599,-312,-312,-312,148,11,0.8181818181818182,0.6218225596941631,-164,0.26666666666666666,0.8666666666666667,3.090909090909091,0,,usable,76.17772263608298,9,False,
Trea Turner,PHI,MIA,Ryan Gusto,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Trea Turner is confirmed in today's lineup at slot #1.,1.0,4.62,0.6868,0.6447,0.661,0.6969,-271,-271,-271,149,14,0.6428571428571429,0.5500738028063751,-122,0.125,0.6875,3.4285714285714284,9,0.5555555555555556,strong,75.10363998674732,10,False,
Alec Burleson,STL,CHC,Matthew Boyd,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alec Burleson is confirmed in today's lineup at slot #4.,4.0,4.2,0.6467,0.6561,0.6499,0.6645,-219,-219,-219,76,14,0.7142857142857143,0.5885353412679135,-143,0.125,0.75,3.0,0,,strong,74.59359383290118,11,False,
Travis Bazzana,CLE,CIN,Brady Singer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Travis Bazzana is confirmed in today's lineup at slot #4.,4.0,4.28,0.6246,0.647,0.6519,0.6711,-198,-198,-198,51,12,0.75,0.595913286373573,-147,0.25,0.8125,3.1666666666666665,6,0.8333333333333334,strong,73.6115286373573,12,False,
Munetaka Murakami,CWS,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Munetaka Murakami is confirmed in today's lineup at slot #2.,2.0,4.42,0.6242,0.6395,0.6377,0.6715,-132,-132,-132,10,14,0.6428571428571429,0.5500738028063751,-122,0.06666666666666667,0.6666666666666666,3.2857142857142856,0,,strong,73.51077332008066,13,False,
Ceddanne Rafaela,BOS,ATH,Jacob Lopez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ceddanne Rafaela is confirmed in today's lineup at slot #2.,2.0,4.5,0.5704,0.6237,0.6442,0.6826,-307,-307,-307,170,11,0.7272727272727273,0.5783442988245979,-137,0.21428571428571427,0.7857142857142857,3.4545454545454546,0,,usable,73.18637273960266,14,False,
Ben Rice,NYY,CWS,Davis Martin,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ben Rice is confirmed in today's lineup at slot #2.,2.0,4.5,0.7081,0.6971,0.6848,0.7265,-218,-218,-218,94,12,0.6666666666666666,0.5542466197069064,-124,0.2,0.7333333333333333,3.4166666666666665,3,0.3333333333333333,strong,72.4348550101338,15,False,
Iván Herrera,STL,CHC,Matthew Boyd,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Iván Herrera is confirmed in today's lineup at slot #3.,3.0,4.3,0.6254,0.648,0.6526,0.6617,-218,-218,-218,84,13,0.6923076923076923,0.5720767549186301,-134,0.1875,0.75,3.3846153846153846,0,,strong,72.29213519797284,16,False,
Alex Bregman,CHC,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alex Bregman is confirmed in today's lineup at slot #4.,4.0,4.28,0.6531,0.6442,0.649,0.6687,-198,-198,-198,57,9,0.7777777777777778,0.5858056606174168,-141,0.47058823529411764,0.8823529411764706,3.4444444444444446,0,,usable,72.29129547350638,17,False,
José Ramírez,CLE,CIN,Brady Singer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: José Ramírez is confirmed in today's lineup at slot #2.,2.0,4.5,0.6753,0.6847,0.6801,0.7198,-239,-239,-239,115,12,0.6666666666666666,0.5542466197069064,-124,0.25,0.75,3.5,0,,strong,72.12826197069064,18,False,
Alec Bohm,PHI,MIA,Ryan Gusto,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Alec Bohm is confirmed in today's lineup at slot #4.,4.0,4.28,0.643,0.6073,0.6268,0.6447,-261,-261,-261,127,13,0.6923076923076923,0.5720767549186301,-134,0.1875,0.75,3.230769230769231,0,,strong,71.60333519797283,19,False,
Dylan Crews,WSH,TOR,Trey Yesavage,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.54,4.21,0.5559,0.6106,0.6244,0.6456,-171,-171,-171,30,9,0.7777777777777778,0.5858056606174168,-141,0.1,0.8,3.3333333333333335,0,,usable,71.5990257678515,20,False,
Jake Bauers,MIL,SF,Logan Webb,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jake Bauers is confirmed in today's lineup at slot #3.,3.0,4.38,0.6507,0.6538,0.6551,0.6761,-182,-182,-182,58,12,0.6666666666666666,0.5542466197069064,-124,0.14285714285714285,0.7142857142857143,3.1666666666666665,0,,strong,71.29843596251476,21,False,
Corbin Carroll,AZ,PIT,Jared Jones,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Corbin Carroll is confirmed in today's lineup at slot #1.,1.0,4.62,0.6739,0.6638,0.6677,0.7053,-210,-210,-210,93,9,0.6666666666666666,0.5381866129983691,-117,0.4375,0.8125,3.5555555555555554,0,,usable,71.1804612998369,22,False,
Michael Busch,CHC,STL,Dustin May,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Michael Busch is confirmed in today's lineup at slot #3.,3.0,4.38,0.6342,0.6374,0.6452,0.6648,-182,-182,-182,60,14,0.6428571428571429,0.5500738028063751,-122,0.17647058823529413,0.7058823529411765,3.5,0,,strong,70.82685175145322,23,False,
Elly De La Cruz,CIN,CLE,Joey Cantillo,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Elly De La Cruz is confirmed in today's lineup at slot #1.,1.0,4.54,0.6582,0.6781,0.6764,0.7106,-196,-196,-196,91,14,0.5714285714285714,0.5116122643448366,-105,0.06666666666666667,0.6,3.5,0,,strong,70.80595280726016,24,False,
Jeremy Peña,HOU,LAA,Grayson Rodriguez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jeremy Peña is confirmed in today's lineup at slot #1.,1.0,4.62,0.6416,0.6759,0.6884,0.7248,-326,-326,-326,209,9,0.6666666666666666,0.5381866129983691,-117,0.3076923076923077,0.7692307692307693,3.111111111111111,7,0.7142857142857143,usable,70.3601689921446,25,False,
Carter Jensen,KC,MIN,Joe Ryan,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Carter Jensen is confirmed in today's lineup at slot #1.,1.0,4.62,0.5854,0.6269,0.6444,0.6809,-172,-172,-172,275,15,0.5333333333333333,0.49266366196169453,103,0.0,0.5333333333333333,2.7333333333333334,3,0.6666666666666666,strong,70.22082590227927,26,False,
Nathan Lukes,TOR,WSH,Zack Littell,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Nathan Lukes is confirmed in today's lineup at slot #2.,2.0,4.5,0.6518,0.6655,0.6707,0.7097,-312,-312,-312,188,3,1.0,0.5534612581977167,-124,0.5,1.0,2.6666666666666665,1,1.0,thin,70.21772581977167,27,False,
Jackson Chourio,MIL,SF,Logan Webb,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jackson Chourio is confirmed in today's lineup at slot #2.,2.0,4.5,0.656,0.6627,0.6619,0.7025,-298,-298,-298,183,11,0.6363636363636364,0.5348660379550327,-115,0.3125,0.75,3.727272727272727,6,0.5,usable,69.50860379550328,28,False,
Bryson Stott,PHI,MIA,Ryan Gusto,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Bryson Stott is confirmed in today's lineup at slot #2.,2.0,4.5,0.6935,0.6458,0.6571,0.6962,-254,-254,-254,149,14,0.5714285714285714,0.5116122643448366,-105,0.125,0.625,2.7857142857142856,0,,strong,69.31288614059349,29,False,
Xavier Edwards,MIA,PHI,Jesús Luzardo,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Xavier Edwards is confirmed in today's lineup at slot #4.,4.0,4.2,0.6481,0.6405,0.6457,0.6574,-196,-196,-196,72,12,0.6666666666666666,0.5542466197069064,-124,0.3333333333333333,0.7777777777777778,3.3333333333333335,11,0.6363636363636364,strong,68.9796397484684,30,False,
Zach Neto,LAA,HOU,Hayden Wesneski,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Zach Neto is confirmed in today's lineup at slot #1.,1.0,4.54,0.5885,0.6338,0.6454,0.6784,-237,-237,-237,340,15,0.5333333333333333,0.49266366196169453,103,0.0625,0.5625,3.4,13,0.46153846153846156,strong,68.60802590227928,31,False,
Miguel Vargas,CWS,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Miguel Vargas is confirmed in today's lineup at slot #3.,3.0,4.3,0.6509,0.6495,0.6473,0.6588,-181,-181,-181,77,16,0.5625,0.510782816891634,-104,0.1111111111111111,0.6111111111111112,3.1875,0,,strong,67.95763028416212,32,False,
Kyle Schwarber,PHI,MIA,Ryan Gusto,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.68,4.54,0.7248,0.6687,0.6603,0.7033,-192,-192,-192,86,10,0.6,0.5137235851348069,-106,0.23076923076923078,0.6923076923076923,3.5,5,0.8,usable,67.64903543655761,33,False,
Bryan Reynolds,PIT,AZ,Eduardo Rodriguez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Bryan Reynolds is confirmed in today's lineup at slot #3.,3.0,4.3,0.6306,0.6283,0.6373,0.6464,-263,-263,-263,148,11,0.6363636363636364,0.5348660379550327,-115,0.35294117647058826,0.7647058823529411,3.272727272727273,0,,usable,67.5508626190327,34,False,
Jarren Duran,BOS,ATH,Jacob Lopez,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.6,4.43,0.5479,0.6095,0.6303,0.6507,-192,-192,-192,77,11,0.6363636363636364,0.5348660379550327,-115,0.3125,0.75,4.181818181818182,11,0.6363636363636364,usable,67.38140379550327,35,False,
William Contreras,MIL,SF,Logan Webb,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.69,4.31,0.673,0.6635,0.6642,0.6836,-261,-261,-261,144,9,0.6666666666666666,0.5381866129983691,-117,0.4,0.8,3.5555555555555554,0,,usable,67.3426612998369,36,False,
Randy Arozarena,SEA,LAD,Eric Lauer,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Randy Arozarena is confirmed in today's lineup at slot #2.,2.0,4.5,0.6517,0.6585,0.6663,0.7047,-228,-228,-228,331,15,0.5333333333333333,0.49266366196169453,103,0.11764705882352941,0.5882352941176471,3.2666666666666666,0,,strong,67.26348472580868,37,False,
Brandon Lowe,PIT,AZ,Eduardo Rodriguez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Brandon Lowe is confirmed in today's lineup at slot #2.,2.0,4.42,0.6824,0.6612,0.6601,0.6919,-219,-219,-219,114,12,0.5833333333333334,0.5125799530402396,-105,0.29411764705882354,0.7058823529411765,3.0833333333333335,0,,strong,67.20561883343574,38,False,
Geraldo Perdomo,AZ,PIT,Jared Jones,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Geraldo Perdomo is confirmed in today's lineup at slot #2.,2.0,4.5,0.6401,0.6413,0.6562,0.6938,-201,-201,-201,304,15,0.5333333333333333,0.49266366196169453,103,0.11764705882352941,0.5882352941176471,3.3333333333333335,0,,strong,67.12428472580869,39,False,
Brooks Lee,MIN,KC,Randy Dobnak,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Brooks Lee is confirmed in today's lineup at slot #2.,2.0,4.42,0.6069,0.6178,0.6368,0.666,-267,-267,-267,162,14,0.5714285714285714,0.5116122643448366,-105,0.17647058823529413,0.6470588235294118,2.857142857142857,0,,strong,67.06486261118171,40,False,
Ketel Marte,AZ,PIT,Jared Jones,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ketel Marte is confirmed in today's lineup at slot #4.,4.0,4.28,0.6754,0.6515,0.655,0.6751,-220,-220,-220,105,11,0.6363636363636364,0.5348660379550327,-115,0.3125,0.75,3.8181818181818183,11,0.6363636363636364,usable,67.04140379550327,41,False,
CJ Abrams,WSH,TOR,Trey Yesavage,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: CJ Abrams is confirmed in today's lineup at slot #4.,4.0,4.2,0.6027,0.6343,0.6382,0.651,-218,-218,-218,105,15,0.6,0.5297006989987315,-113,0.16666666666666666,0.6666666666666666,3.4,0,,strong,66.9654629393163,42,False,
Pete Alonso,BAL,DET,Tarik Skubal,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Pete Alonso is confirmed in today's lineup at slot #2.,2.0,4.5,0.6333,0.6574,0.6587,0.6993,-165,-165,-165,60,12,0.5833333333333334,0.5125799530402396,-105,0.25,0.6875,3.4166666666666665,0,,strong,66.83259530402397,43,False,
Nick Kurtz,ATH,BOS,Patrick Sandoval,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Nick Kurtz is confirmed in today's lineup at slot #2.,2.0,4.42,0.6487,0.6588,0.6581,0.6897,-215,-215,-215,110,12,0.5833333333333334,0.5125799530402396,-105,0.29411764705882354,0.7058823529411765,3.5,3,0.3333333333333333,strong,66.80121883343573,44,False,
JJ Wetherholt,STL,CHC,Matthew Boyd,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: JJ Wetherholt is confirmed in today's lineup at slot #1.,1.0,4.54,0.6299,0.6594,0.6619,0.6955,-203,-203,-203,306,13,0.5384615384615384,0.49207675491863007,103,0.13333333333333333,0.6,3.6153846153846154,13,0.5384615384615384,strong,66.72946853130617,45,False,
Brandon Nimmo,TEX,TB,Casey Legumina,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Brandon Nimmo is confirmed in today's lineup at slot #3.,3.0,4.38,0.7165,0.6767,0.674,0.6945,-176,-176,-176,279,15,0.5333333333333333,0.49266366196169453,103,0.11764705882352941,0.5882352941176471,3.3333333333333335,0,,strong,66.6410847258087,46,False,
Jonathan Aranda,TB,TEX,MacKenzie Gore,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jonathan Aranda is confirmed in today's lineup at slot #2.,2.0,4.42,0.6358,0.6514,0.656,0.6868,-202,-202,-202,96,10,0.6,0.5137235851348069,-106,0.3333333333333333,0.7333333333333333,3.5,0,,usable,66.13529184681401,47,False,
Nico Hoerner,CHC,STL,Dustin May,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.79,4.53,0.7067,0.6849,0.6883,0.7266,-236,-236,-236,339,13,0.5384615384615384,0.49207675491863007,103,0.23529411764705882,0.6470588235294118,3.5384615384615383,6,0.5,strong,66.02666372715713,48,False,
Matt Olson,ATL,NYM,Sean Manaea,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Matt Olson is confirmed in today's lineup at slot #3.,3.0,4.38,0.6731,0.6776,0.6637,0.6878,-192,-192,-192,302,16,0.5,0.47506853117734826,110,0.058823529411764705,0.5294117647058824,3.375,0,,strong,65.98724223560937,49,False,
Matt Olson,ATL,NYM,Sean Manaea,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Matt Olson is confirmed in today's lineup at slot #3.,3.0,4.38,0.6731,0.6776,0.6637,0.6878,-202,-192,-192,302,16,0.5,0.47506853117734826,110,0.058823529411764705,0.5294117647058824,3.375,0,,strong,65.98724223560937,50,False,
Taylor Ward,BAL,DET,Tarik Skubal,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Taylor Ward is confirmed in today's lineup at slot #1.,1.0,4.62,0.65,0.6714,0.6779,0.7133,-161,-161,-161,265,11,0.5454545454545454,0.4913877770854675,104,0.3125,0.6875,3.8181818181818183,10,0.5,usable,65.86377770854675,51,False,
Yordan Alvarez,HOU,LAA,Grayson Rodriguez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Yordan Alvarez is confirmed in today's lineup at slot #2.,2.0,4.5,0.7449,0.7308,0.7068,0.7495,-361,-361,-361,472,14,0.5,0.47315072588329815,111,0.125,0.5625,3.2142857142857144,0,,strong,65.83353229443964,52,False,
Tyler Soderstrom,ATH,BOS,Patrick Sandoval,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Tyler Soderstrom is confirmed in today's lineup at slot #4.,4.0,4.2,0.5892,0.6168,0.6253,0.6377,-238,-238,-238,124,13,0.6153846153846154,0.53207675491863,-114,0.23529411764705882,0.7058823529411765,3.0,0,,strong,65.78689902127476,53,False,
Fernando Tatis Jr.,SD,COL,Gabriel Hughes,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Fernando Tatis Jr. is confirmed in today's lineup at slot #1.,1.0,4.54,0.6405,0.6666,0.674,0.706,-319,-319,-319,423,11,0.5454545454545454,0.4913877770854675,104,0.3125,0.6875,3.272727272727273,8,0.75,usable,65.34977770854675,54,False,
Jake Burger,TEX,TB,Casey Legumina,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Jake Burger is confirmed in today's lineup at slot #4.,4.0,4.28,0.6363,0.6267,0.6356,0.6558,-177,-177,-177,72,14,0.5714285714285714,0.5116122643448366,-105,0.17647058823529413,0.6470588235294118,3.0,0,,strong,65.11766261118171,55,False,
Ronald Acuña Jr.,ATL,NYM,Sean Manaea,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ronald Acuña Jr. is confirmed in today's lineup at slot #1.,1.0,4.62,0.6724,0.6833,0.681,0.7188,-237,-193,-193,297,9,0.5555555555555556,0.4905675653793215,104,0.25,0.6666666666666666,3.7777777777777777,9,0.5555555555555556,usable,64.9422232045988,56,False,
Ronald Acuña Jr.,ATL,NYM,Sean Manaea,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ronald Acuña Jr. is confirmed in today's lineup at slot #1.,1.0,4.62,0.6724,0.6833,0.681,0.7188,-193,-193,-193,297,9,0.5555555555555556,0.4905675653793215,104,0.25,0.6666666666666666,3.7777777777777777,9,0.5555555555555556,usable,64.9422232045988,57,False,
Gabriel Moreno,AZ,PIT,Jared Jones,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Gabriel Moreno is confirmed in today's lineup at slot #3.,3.0,4.38,0.6396,0.636,0.6448,0.6648,-247,-247,-247,141,10,0.6,0.5137235851348069,-106,0.23076923076923078,0.6923076923076923,3.2,0,,usable,64.77063543655761,58,False,
Yandy Díaz,TB,TEX,MacKenzie Gore,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Yandy Díaz is confirmed in today's lineup at slot #1.,1.0,4.54,0.6651,0.6722,0.6783,0.7106,-264,-264,-264,368,7,0.5714285714285714,0.4895746775245133,104,0.5,0.7857142857142857,3.142857142857143,2,0.5,usable,64.64581060959418,59,False,
Kevin McGonigle,DET,BAL,Trevor Rogers,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Kevin McGonigle is confirmed in today's lineup at slot #2.,2.0,4.42,0.6643,0.6757,0.6724,0.7038,-200,-200,-200,304,11,0.5454545454545454,0.4913877770854675,104,0.3888888888888889,0.7222222222222222,3.3636363636363638,6,0.5,usable,64.58259993076898,60,False,
Andrew Benintendi,CWS,NYY,Cam Schlittler,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Andrew Benintendi is confirmed in today's lineup at slot #5.,5.0,4.07,0.5672,0.5943,0.6086,0.6243,-123,-123,-123,18,14,0.5714285714285714,0.5116122643448366,-105,0.06666666666666667,0.6,2.7142857142857144,0,,strong,64.16395280726015,61,False,
Rafael Devers,SF,MIL,Thomas Pannone,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Rafael Devers is confirmed in today's lineup at slot #4.,4.0,4.2,0.5656,0.5965,0.6133,0.6248,-175,-175,-175,70,14,0.5714285714285714,0.5116122643448366,-105,0.17647058823529413,0.6470588235294118,3.2857142857142856,0,,strong,63.86926261118172,62,False,
Nick Gonzales,PIT,AZ,Eduardo Rodriguez,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Nick Gonzales is confirmed in today's lineup at slot #1.,1.0,4.54,0.7024,0.6763,0.6838,0.7153,-326,-326,-326,438,12,0.5,0.470913286373573,112,0.2,0.6,2.75,3,0.6666666666666666,strong,63.69978834346713,63,False,
Kody Clemens,MIN,KC,Randy Dobnak,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Kody Clemens is confirmed in today's lineup at slot #3.,3.0,4.3,0.6398,0.6287,0.6356,0.6457,-314,-314,-314,418,11,0.5454545454545454,0.4913877770854675,104,0.35294117647058826,0.7058823529411765,3.090909090909091,0,,usable,62.72520123795851,64,False,
Riley Greene,DET,BAL,Trevor Rogers,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Riley Greene is confirmed in today's lineup at slot #5.,5.0,4.07,0.6204,0.6366,0.6351,0.6525,-170,-170,-170,65,14,0.5714285714285714,0.5116122643448366,-105,0.2222222222222222,0.6666666666666666,3.142857142857143,0,,strong,62.72269310115031,65,False,
Yohendrick Piñango,TOR,WSH,Zack Littell,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Yohendrick Piñango is confirmed in today's lineup at slot #1.,1.0,4.62,0.6854,0.695,0.7018,0.738,-232,-232,-232,353,13,0.46153846153846156,0.4520767549186301,121,0.1875,0.5625,2.230769230769231,1,0.0,strong,62.712135197972835,66,False,
TJ Rumfield,COL,SD,Kyle Hart,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: TJ Rumfield is confirmed in today's lineup at slot #4.,4.0,4.28,0.6376,0.643,0.6478,0.6681,-177,-177,-177,280,13,0.5384615384615384,0.49207675491863007,103,0.1875,0.625,2.6923076923076925,0,,strong,62.28853519797284,67,False,
Ezequiel Duran,TEX,TB,Casey Legumina,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Ezequiel Duran is confirmed in today's lineup at slot #2.,2.0,4.5,0.675,0.6568,0.6647,0.7034,-196,-196,-196,310,10,0.5,0.46826903968026146,114,0.4117647058823529,0.7058823529411765,3.0,0,,usable,62.18572749743792,68,False,
Drake Baldwin,ATL,NYM,Sean Manaea,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Drake Baldwin is confirmed in today's lineup at slot #2.,2.0,4.5,0.693,0.6944,0.6844,0.7256,-229,-229,-229,334,3,0.6666666666666666,0.48679459153105015,105,0.4,0.8,3.0,3,0.6666666666666666,thin,62.045459153105014,69,False,
Drake Baldwin,ATL,NYM,Sean Manaea,True,confirmed,MLB Starting Lineups Page,LOCKED,LOCKED: Drake Baldwin is confirmed in today's lineup at slot #2.,2.0,4.5,0.693,0.6944,0.6844,0.7256,-245,-229,-229,334,3,0.6666666666666666,0.48679459153105015,105,0.4,0.8,3.0,3,0.6666666666666666,thin,62.045459153105014,70,False,
