player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score
Mark Vientos,NYM,CHC,Shota Imanaga,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.27,4.24,0.6097,0.6387,0.642,0.6641,-155,-155,-155,285,14,0.42857142857142855,0.43468918742175966,130,0.2222222222222222,0.5555555555555556,2.7142857142857144,0,,strong,55.66931874217597
Jimmy Crooks,,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6157,0.6157,0.6251,0.6483,-148,-148,-148,270,2,0.5,0.4501370623546966,122,0.0,0.5,1.5,0,,thin,54.93176594157947
Michael Massey,KC,TB,Drew Rasmussen,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6233,0.6029,0.6132,0.637,-136,-136,-136,259,11,0.45454545454545453,0.44790951621590225,123,0.21428571428571427,0.5714285714285714,2.0,0,,usable,54.77055162159022
Ozzie Albies,ATL,SD,Michael King,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.6,4.32,0.5671,0.6187,0.6347,0.6528,-171,-171,-171,304,12,0.4166666666666667,0.4292466197069063,133,0.29411764705882354,0.5882352941176471,3.4166666666666665,0,,strong,54.64986197069063
Xander Bogaerts,SD,ATL,Grant Holmes,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.23,4.25,0.6107,0.6386,0.6453,0.6657,-166,-166,-166,299,12,0.4166666666666667,0.4292466197069063,133,0.2,0.5333333333333333,2.9166666666666665,1,0.0,strong,54.39872167680045
Donovan Walton,,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6157,0.6157,0.6251,0.6483,-134,-134,-134,253,4,0.5,0.4563699295603595,119,0.5,0.75,3.5,0,,thin,53.87539295603594
Jose Caballero,NYY,DET,Framber Valdez,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5913,0.6029,0.6187,0.6407,-187,-187,-187,304,6,0.5,0.461217715164764,117,0.25,0.625,2.0,0,,usable,53.717371516476405
Spencer Torkelson,DET,NYY,Gerrit Cole,True,confirmed,MLB Stats API,LOCKED,LOCKED: Spencer Torkelson is confirmed in today's lineup at slot #5.,5.0,4.07,0.5624,0.6051,0.6109,0.6279,-176,-176,-176,306,14,0.42857142857142855,0.43468918742175966,130,0.2222222222222222,0.5555555555555556,2.9285714285714284,0,,strong,53.667718742175964
Daulton Varsho,TOR,HOU,Hunter Brown,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.35,4.34,0.5328,0.6189,0.6374,0.6552,-137,-137,-137,274,10,0.4,0.422814494225716,137,0.375,0.625,3.0,0,,usable,53.24504942257159
Bryce Harper,PHI,WSH,Foster Griffin,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.94,4.39,0.6625,0.6738,0.6664,0.6891,-269,-269,-269,427,12,0.3333333333333333,0.3875799530402397,158,0.25,0.5,3.0,0,,strong,52.505995304023955
Dalton Rushing,LAD,MIN,Zebby Matthews,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6054,0.6295,0.6331,0.6573,-138,-138,-138,291,9,0.3333333333333333,0.39532947014122627,153,0.0,0.3333333333333333,2.111111111111111,0,,usable,52.477406720232445
Nasim Nunez,WSH,PHI,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.538,0.5883,0.6115,0.6316,-148,-148,-148,291,13,0.38461538461538464,0.41207675491863005,143,0.13333333333333333,0.4666666666666667,2.5384615384615383,0,,strong,52.47666853130617
Heriberto Hernandez,MIA,TEX,Tyler Alexander,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.92,4.29,0.5933,0.6216,0.6349,0.6536,-147,-147,-147,280,5,0.4,0.42952463958622067,133,0.5,0.7,2.0,0,,usable,52.43606395862207
Tyler Stephenson,CIN,MIL,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5651,0.61,0.6171,0.641,-145,-145,-145,282,10,0.4,0.422814494225716,137,0.16666666666666666,0.5,2.7,0,,usable,51.85897579534808
Alejandro Osuna,TEX,MIA,Tyler Phillips,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.83,4.4,0.5853,0.6291,0.6436,0.6626,-134,-134,-134,292,12,0.3333333333333333,0.3875799530402397,158,0.29411764705882354,0.5294117647058824,2.3333333333333335,0,,strong,51.717595304023966
Austin Hedges,CLE,CWS,Anthony Kay,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5985,0.6234,0.6334,0.6557,-118,-118,-118,259,8,0.375,0.4150959436482876,141,0.1111111111111111,0.4444444444444444,2.25,0,,usable,51.699031848716366
Brayan Rocchio,CLE,CWS,Anthony Kay,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.83,4.4,0.6274,0.6514,0.6595,0.679,-250,-250,-250,403,9,0.3333333333333333,0.39532947014122627,153,0.4,0.6,2.5555555555555554,0,,usable,51.64774701412262
Rodolfo Duran,SD,ATL,Grant Holmes,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5551,0.6112,0.6105,0.6344,114,114,114,33,6,0.3333333333333333,0.40566215960920843,147,0.0,0.3333333333333333,2.3333333333333335,0,,usable,51.55707566703067
Kyle Higashioka,TEX,MIA,Tyler Phillips,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5461,0.5957,0.6119,0.6341,-124,-124,-124,265,8,0.375,0.4150959436482876,141,0.1111111111111111,0.4444444444444444,2.125,1,0.0,usable,51.07023184871636
Blaze Alexander,BAL,LAA,Sam Aldegheri,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6927,0.6306,0.6409,0.6629,-180,-180,-180,321,8,0.375,0.4150959436482876,141,0.3333333333333333,0.5833333333333334,1.875,0,,usable,50.97199436482876
Isaac Collins,KC,TB,Drew Rasmussen,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.0,4.28,0.6185,0.6079,0.6259,0.644,-113,-113,-113,282,13,0.3076923076923077,0.37207675491863007,169,0.13333333333333333,0.4,2.769230769230769,0,,strong,50.89266853130617
Derek Hill,CWS,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6024,0.6266,0.6351,0.6584,-140,-140,-140,293,9,0.3333333333333333,0.39532947014122627,153,0.1,0.4,1.3333333333333333,0,,usable,50.44140672023244
Tyler O'Neill,BAL,LAA,Sam Aldegheri,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.75,4.18,0.6492,0.5997,0.6113,0.6327,-172,-172,-172,337,10,0.3,0.3773599487711705,165,0.09090909090909091,0.36363636363636365,2.2,0,,usable,50.18787276504505
Mauricio Dubon,ATL,SD,Michael King,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.77,4.41,0.593,0.6361,0.65,0.6697,-157,-157,-157,322,10,0.3,0.3773599487711705,165,0.3333333333333333,0.5333333333333333,3.1,1,0.0,usable,49.98599487711705
Manny Machado,SD,ATL,Grant Holmes,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.52,4.33,0.5663,0.6186,0.6328,0.6509,-162,-162,-162,331,13,0.3076923076923077,0.37207675491863007,169,0.1875,0.4375,3.076923076923077,0,,strong,49.81693519797283
Pavin Smith,AZ,STL,Andre Pallante,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5739,0.6059,0.6021,0.6254,-131,-131,-131,276,1,0.0,0.4078399133050578,145,0.0,0.0,1.0,0,,thin,49.7504510366156
Dillon Dingler,DET,NYY,Gerrit Cole,True,confirmed,MLB Stats API,LOCKED,LOCKED: Dillon Dingler is confirmed in today's lineup at slot #2.,2.0,4.42,0.675,0.6793,0.6732,0.7057,-251,-251,-251,440,12,0.25,0.345913286373573,189,0.29411764705882354,0.47058823529411764,3.3333333333333335,0,,strong,49.391328637357304
Ryan Kreidler,MIN,LAD,Eric Lauer,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6784,0.6363,0.6405,0.6648,-114,-114,-114,267,9,0.3333333333333333,0.39532947014122627,153,0.25,0.5,1.6666666666666667,0,,usable,49.27374701412262
Taylor Walls,TB,KC,Michael Wacha,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5114,0.565,0.5935,0.6135,-131,-131,-131,272,8,0.375,0.4150959436482876,141,0.2727272727272727,0.5454545454545454,2.875,0,,usable,48.796394364828764
AJ Ewing,NYM,CHC,Shota Imanaga,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.88,4.17,0.5714,0.6107,0.6203,0.6429,-138,-138,-138,296,12,0.3333333333333333,0.3875799530402397,158,0.3333333333333333,0.5555555555555556,2.75,0,,strong,48.760795304023965
Kyle Karros,COL,BOS,Jake Bennett,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.25,4.25,0.6409,0.6312,0.641,0.6603,-199,-199,-199,364,10,0.3,0.3773599487711705,165,0.375,0.5625,2.2,0,,usable,48.57679487711705
Alex Jackson,,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6157,0.6157,0.6251,0.6483,-102,-102,-102,240,3,0.3333333333333333,0.42012792486438344,138,0.25,0.5,2.3333333333333335,0,,thin,48.30119248643834
Stuart Fairchild,,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6157,0.6157,0.6251,0.6483,-121,-121,-121,285,2,0.0,0.37870849092612513,164,0.0,0.0,1.5,0,,thin,47.78890879872233
Braxton Fulford,COL,BOS,Jake Bennett,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.583,0.6153,0.607,0.6309,-143,-143,-143,331,9,0.2222222222222222,0.34771042252217865,188,0.0,0.2222222222222222,1.0,0,,usable,47.44670195832769
Jose Altuve,HOU,TOR,Dylan Cease,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.43,4.22,0.5744,0.6151,0.6306,0.6504,-141,-141,-141,286,1,0.0,0.4078399133050578,145,0.5,0.5,3.0,0,,thin,46.48279133050578
Wade Meckler,,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.61,4.32,0.6311,0.6311,0.6404,0.6594,-158,-158,-158,328,5,0.2,0.370701110174456,170,0.4444444444444444,0.5555555555555556,2.2,0,,usable,46.4053110174456
Eugenio Suarez,CIN,MIL,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.83,4.17,0.5381,0.5944,0.6101,0.6319,-144,-144,-144,304,7,0.2857142857142857,0.3843115196297764,160,0.2222222222222222,0.4444444444444444,2.5714285714285716,0,,usable,45.82435196297764
Kyle Tucker,LAD,MIN,Zebby Matthews,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.32,4.24,0.5967,0.6257,0.6358,0.6558,-264,-264,-264,453,12,0.25,0.345913286373573,189,0.2,0.4,3.0833333333333335,0,,strong,45.77538834346713
Mookie Betts,LAD,MIN,Zebby Matthews,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.37,4.34,0.6142,0.6419,0.6507,0.6699,-253,-253,-253,454,10,0.2,0.3319054033166251,201,0.3333333333333333,0.4666666666666667,3.5,0,,usable,44.86494033166251
Keibert Ruiz,WSH,PHI,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5446,0.5852,0.6026,0.6252,-200,-200,-200,364,2,0.0,0.37870849092612513,164,0.8,0.8,2.5,0,,thin,44.85604909261251
Max Muncy (LAD),ATH,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.92,4.16,0.6921,0.6604,0.6498,0.676,-203,-203,-203,391,9,0.2222222222222222,0.34771042252217865,188,0.3076923076923077,0.46153846153846156,2.7777777777777777,0,,usable,44.79024225221786
Ian Happ,CHC,NYM,Kodai Senga,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.54,4.21,0.5983,0.6163,0.6189,0.6424,-159,-159,-159,347,9,0.2222222222222222,0.34771042252217865,188,0.4,0.5333333333333333,3.3333333333333335,0,,usable,44.21864225221786
Jakob Marsee,MIA,TEX,Tyler Alexander,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.1,4.27,0.5219,0.5836,0.6093,0.6266,-185,-185,-185,386,13,0.23076923076923078,0.3320767549186301,201,0.23529411764705882,0.4117647058823529,2.8461538461538463,0,,strong,44.190475491863005
Lane Thomas,KC,TB,Drew Rasmussen,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.17,4.48,0.6334,0.6212,0.6387,0.6594,-128,-128,-128,345,8,0.125,0.3150959436482876,217,0.3333333333333333,0.4166666666666667,1.625,1,0.0,usable,44.174394364828764
Jake Meyers,HOU,TOR,Dylan Cease,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5642,0.6075,0.6192,0.6424,-126,-126,-126,296,5,0.2,0.370701110174456,170,0.5,0.6,2.6,0,,usable,43.6405110174456
Austin Riley,ATL,SD,Michael King,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,4.8,4.18,0.5366,0.5967,0.611,0.6335,-136,-136,-136,337,13,0.23076923076923078,0.3320767549186301,201,0.23529411764705882,0.4117647058823529,3.0,0,,strong,43.35687549186301
Zack Short,DET,,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5395,0.6043,0.6005,0.6239,138,138,138,32,5,0.2,0.370701110174456,170,0.2857142857142857,0.42857142857142855,2.0,0,,usable,43.3441110174456
Eli White,ATL,SD,Michael King,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.0,4.5,0.5849,0.6348,0.6517,0.6905,106,106,106,115,5,0.0,0.3118775807626913,221,0.16666666666666666,0.16666666666666666,1.2,1,0.0,usable,42.90288444904562
Mike Yastrzemski,ATL,SD,Michael King,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5313,0.5927,0.6135,0.6349,100,100,100,88,9,0.2222222222222222,0.34771042252217865,188,0.35714285714285715,0.5,1.7777777777777777,0,,usable,42.74664225221786
David Fry,CLE,CWS,Anthony Kay,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,3.75,4.3,0.5936,0.6244,0.6333,0.652,-158,-158,-158,359,7,0.14285714285714285,0.33167994068240797,201,0.2222222222222222,0.3333333333333333,1.2857142857142858,0,,usable,42.74119406824079
Andres Gimenez,TOR,HOU,Hunter Brown,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.4756,0.5838,0.6083,0.6297,-130,-130,-130,331,13,0.23076923076923078,0.3320767549186301,201,0.1875,0.375,2.6153846153846154,0,,strong,42.64453519797283
Hunter Feduccia,TB,KC,Michael Wacha,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.5643,0.5899,0.6078,0.6292,-119,-119,-119,320,7,0.14285714285714285,0.33167994068240797,201,0.3,0.4,1.4285714285714286,0,,usable,40.63959406824079
Nick Loftin,KC,TB,Drew Rasmussen,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.6428,0.6157,0.6285,0.6508,-128,-128,-128,345,8,0.125,0.3150959436482876,217,0.2,0.3,2.375,0,,usable,40.45285407093858
Jorge Barrosa,AZ,STL,Andre Pallante,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,5.0,4.15,0.55,0.5732,0.5944,0.6159,-124,-124,-124,382,7,0.0,0.27904836173503955,258,0.0,0.0,0.7142857142857143,0,,usable,39.28449587961378
