player,team,opponent,opposing_pitcher,confirmed_lineup,lineup_status,lineup_source,late_hitter_lock_status,late_hitter_lock_note,today_lineup_slot,projected_pa,model_hit_probability,secondary_hit_probability,third_hit_probability,pa_path_hit_probability,odds,current_snapshot_odds,current_dk_hit_odds,pregame_to_0for1_fair_odds_move,first_pa_no_hit_games,recovery_hit_rate_after_0for1,bayes_recovery_hit_rate,fair_live_odds_after_0for1,first_pa_hit_rate,full_game_hit_rate,avg_remaining_pa_after_0for1,leadoff_samples,leadoff_recovery_hit_rate,sample_flag,buyback_watch_score,late_hitter_pool_rank,sharpie_late_hitter_reserved,sharpie_late_hitter_slot
Ben Rice,NYY,COL,Gabriel Hughes,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.98,4.5,0.7023,0.6923,0.682,0.7236,-269,-269,-269,76,25,0.76,0.6587308888193844,-193,0.16666666666666666,0.8,3.44,7,0.7142857142857143,strong,90.02001770161795,1,True,1
Spencer Horwitz,PIT,CWS,Sean Burke,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.17,4.48,0.5842,0.6325,0.6471,0.6681,-139,-139,-139,-51,13,0.8461538461538461,0.6549217154526888,-190,0.2777777777777778,0.8888888888888888,3.230769230769231,6,0.8333333333333334,strong,82.70546043415777,2,True,2
Shohei Ohtani,LAD,CIN,Nick Lodolo,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.0,4.62,0.6885,0.6824,0.6781,0.7163,-256,-256,-256,102,15,0.7333333333333333,0.6064089957895268,-154,0.375,0.8333333333333334,3.8666666666666667,15,0.7333333333333333,strong,81.08623291228601,3,True,3
James Wood,WSH,SD,Casey Mize,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,1.0,4.62,0.6692,0.6904,0.6791,0.7194,-190,-190,-190,48,21,0.6666666666666666,0.5870619056459764,-142,0.19230769230769232,0.7307692307692307,3.5714285714285716,21,0.6666666666666666,strong,80.83479117914895,4,True,4
Jonathan Aranda,TB,ATL,AJ Smith-Shawver,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.34,4.46,0.6732,0.6583,0.6614,0.6837,-237,-237,-237,79,18,0.7222222222222222,0.6124347628772407,-158,0.3333333333333333,0.8148148148148148,3.5,0,,strong,80.79802443587222,5,True,5
Travis Bazzana,CLE,BAL,Brandon Young,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.2,4.48,0.6114,0.6468,0.6586,0.6798,-155,-155,-155,5,22,0.6818181818181818,0.5992071437152124,-150,0.21428571428571427,0.75,3.1818181818181817,12,0.75,strong,80.09751437152126,6,False,
Luke Keaschall,MIN,DET,Drew Anderson,True,confirmed,MLB Stats API,LOCKED,LOCKED: Luke Keaschall is confirmed in today's lineup at slot #1.,1.0,4.62,0.6033,0.6275,0.6493,0.6846,-269,-269,-269,109,13,0.7692307692307693,0.6149217154526889,-160,0.23529411764705882,0.8235294117647058,2.769230769230769,0,,strong,79.91706566291593,7,False,
Ivan Herrera,STL,SF,Landen Roupp,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.23,4.47,0.605,0.6458,0.6572,0.6783,-212,-212,-212,66,19,0.6842105263157895,0.5926788027844265,-146,0.13636363636363635,0.7272727272727273,3.3684210526315788,0,,strong,79.07599697691006,8,False,
Cole Young,SEA,TEX,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.17,4.48,0.6508,0.6526,0.6605,0.6828,-170,-170,-170,31,23,0.6521739130434783,0.5820869396090634,-139,0.20689655172413793,0.7241379310344828,3.0434782608695654,4,1.0,strong,79.07367327125118,9,False,
Randy Arozarena,SEA,TEX,,False,Lineup Wait,,HOLD,HOLD: wait for confirmed lineup before using this as a Sharpie late-hitter target.,2.72,4.41,0.6368,0.6423,0.6537,0.6732,-212,-212,-212,73,23,0.6521739130434783,0.5820869396090634,-139,0.14814814814814814,0.7037037037037037,3.3043478260869565,0,,strong,79.03503018799327,10,False,
